historical_plan_id,block_request_id,corridor_id,planned_date,planned_start_time,planned_duration_min,planning_method,conflict_count,utilization_pct,status
HP000106,BR004159,C00093,2025-06-28,01:23,291,Manual,1,64,Completed
HP000107,BR001017,C00088,2025-06-13,15:21,163,Manual,2,82,Completed
HP000108,BR002884,C00039,2025-06-16,00:56,197,Manual,2,53,Completed
HP000109,BR003088,C00037,2025-06-10,04:24,145,Manual,3,48,Completed
HP000110,BR000128,C00044,2025-06-09,19:14,223,Manual,1,76,Completed
HP000111,BR005790,C00044,2025-06-18,19:01,201,Manual,1,62,Completed
HP000112,BR001849,C00081,2025-06-24,12:56,209,Manual,4,83,Completed
HP000113,BR000699,C00086,2025-06-08,19:28,204,Manual,2,58,Completed
HP000114,BR001189,C00072,2025-06-22,04:18,52,Manual,1,55,Completed
HP000115,BR005626,C00001,2025-06-11,05:23,197,Manual,1,65,Completed
HP000116,BR001904,C00010,2025-06-02,04:26,204,Manual,0,62,Completed
HP000117,BR002194,C00092,2025-06-28,07:19,258,Manual,0,73,Completed
HP000118,BR002441,C00078,2025-06-20,00:46,117,Manual,2,63,Completed
HP000119,BR002102,C00031,2025-06-27,18:23,256,Manual,1,75,Completed
HP000120,BR000621,C00065,2025-06-23,00:54,186,Manual,3,70,Completed
HP000121,BR004201,C00092,2025-06-01,09:19,149,Manual,1,51,Completed
HP000122,BR005310,C00051,2025-06-07,14:15,132,Manual,1,64,Completed
HP000123,BR001094,C00005,2025-06-10,12:46,124,Manual,1,67,Completed
HP000124,BR004780,C00083,2025-06-22,02:23,190,Manual,3,78,Completed
HP000125,BR000585,C00093,2025-06-18,11:05,232,Manual,1,68,Completed
HP000126,BR000975,C00032,2025-06-10,12:47,44,Manual,0,76,Completed
HP000127,BR004180,C00098,2025-06-07,06:09,223,Manual,3,54,Completed
HP000128,BR001161,C00005,2025-06-04,11:50,214,Manual,3,69,Completed
HP000129,BR005056,C00068,2025-06-30,11:43,228,Manual,2,59,Completed
HP000130,BR003663,C00017,2025-06-19,14:56,91,Manual,1,80,Completed
HP000131,BR005795,C00091,2025-06-18,18:02,59,Manual,3,71,Completed
HP000132,BR000992,C00056,2025-06-21,03:09,111,Manual,2,48,Completed
HP000133,BR001249,C00035,2025-06-02,11:58,113,Manual,2,74,Completed
HP000134,BR005092,C00057,2025-06-14,03:58,77,Manual,1,58,Completed
HP000135,BR000870,C00020,2025-06-18,19:21,225,Manual,0,69,Completed
HP000136,BR000220,C00007,2025-06-27,09:47,151,Manual,4,55,Completed
HP000137,BR003762,C00012,2025-06-23,17:43,179,Manual,1,60,Completed
HP000138,BR004630,C00005,2025-06-19,05:50,239,Manual,1,71,Completed
HP000139,BR002198,C00073,2025-06-03,11:57,278,Manual,5,72,Completed
HP000140,BR005183,C00065,2025-06-24,16:06,89,Manual,0,51,Completed
HP000141,BR005521,C00098,2025-06-09,18:41,111,Manual,1,84,Completed
HP000142,BR005532,C00031,2025-06-19,18:23,96,Manual,0,50,Completed
HP000143,BR005441,C00047,2025-06-01,05:54,174,Manual,0,60,Completed
HP000144,BR001056,C00061,2025-06-28,16:43,142,Manual,2,84,Completed
HP000145,BR003921,C00065,2025-06-01,15:12,244,Manual,2,58,Completed
HP000146,BR000798,C00078,2025-06-20,00:32,210,Manual,2,53,Completed
HP000147,BR003338,C00095,2025-06-14,02:51,96,Manual,0,52,Completed
HP000148,BR003564,C00024,2025-06-25,15:01,137,Manual,2,45,Completed
HP000149,BR003724,C00032,2025-06-13,02:14,183,Manual,3,61,Completed
HP000150,BR003853,C00031,2025-06-29,13:15,261,Manual,1,66,Completed
HP000151,BR002049,C00060,2025-06-06,19:37,108,Manual,0,56,Completed
HP000152,BR005552,C00070,2025-06-21,16:47,68,Manual,3,46,Completed
HP000153,BR004161,C00084,2025-06-22,15:25,299,Manual,0,53,Completed
HP000154,BR003894,C00006,2025-06-24,08:18,89,Manual,0,78,Completed
HP000155,BR003187,C00061,2025-06-20,05:19,106,Manual,0,61,Completed
HP000156,BR003825,C00004,2025-06-29,04:05,169,Manual,2,83,Completed
HP000157,BR004046,C00096,2025-06-21,13:53,66,Manual,2,61,Completed
HP000158,BR000418,C00052,2025-06-17,16:05,140,Manual,4,62,Completed
HP000159,BR004300,C00089,2025-06-13,15:30,206,Manual,0,71,Completed
HP000160,BR001680,C00040,2025-06-25,18:27,79,Manual,2,57,Completed
HP000161,BR001064,C00086,2025-06-15,07:34,87,Manual,1,63,Completed
HP000162,BR003442,C00027,2025-06-09,08:21,112,Manual,2,67,Completed
HP000163,BR000718,C00048,2025-06-06,06:10,106,Manual,0,45,Completed
HP000164,BR002617,C00006,2025-06-24,14:39,263,Manual,2,50,Completed
HP000165,BR003673,C00030,2025-06-27,19:39,220,Manual,4,74,Completed
HP000166,BR004757,C00039,2025-06-12,16:53,51,Manual,2,81,Completed
HP000167,BR003647,C00083,2025-06-11,11:39,55,Manual,3,61,Completed
HP000168,BR001977,C00083,2025-06-04,11:49,333,Manual,3,73,Completed
HP000169,BR002006,C00091,2025-06-15,19:47,71,Manual,2,83,Completed
HP000170,BR000603,C00066,2025-06-25,09:12,269,Manual,2,75,Completed
HP000171,BR000643,C00043,2025-06-08,08:45,104,Manual,1,60,Completed
HP000172,BR005624,C00065,2025-06-09,13:11,142,Manual,0,45,Completed
HP000173,BR002626,C00049,2025-06-20,12:21,64,Manual,3,68,Completed
HP000174,BR005032,C00022,2025-06-24,05:27,123,Manual,1,65,Completed
HP000175,BR001802,C00001,2025-06-10,19:20,245,Manual,1,80,Completed
HP000176,BR000146,C00026,2025-06-01,01:06,112,Manual,1,48,Completed
HP000177,BR002200,C00014,2025-06-01,14:36,208,Manual,2,53,Completed
HP000178,BR004924,C00032,2025-06-02,10:01,105,Manual,2,74,Completed
HP000179,BR000706,C00014,2025-06-17,14:26,248,Manual,4,46,Completed
HP000180,BR004095,C00004,2025-06-28,08:49,142,Manual,2,59,Completed
HP000181,BR005292,C00085,2025-06-28,05:52,167,Manual,2,53,Completed
HP000182,BR003892,C00013,2025-06-16,01:14,205,Manual,1,76,Completed
HP000183,BR004414,C00031,2025-06-13,14:03,42,Manual,1,79,Completed
HP000184,BR002306,C00082,2025-06-27,00:08,114,Manual,4,62,Completed
HP000185,BR003268,C00006,2025-06-09,07:06,99,Manual,4,75,Completed
HP000186,BR003950,C00055,2025-06-19,11:48,275,Manual,2,67,Completed
HP000187,BR004709,C00027,2025-06-28,13:23,53,Manual,2,55,Completed
HP000188,BR004333,C00098,2025-06-26,15:48,42,Manual,0,49,Completed
HP000189,BR005421,C00015,2025-06-09,16:25,106,Manual,1,56,Completed
HP000190,BR000586,C00008,2025-06-06,11:27,220,Manual,2,62,Completed
HP000191,BR002078,C00026,2025-06-13,16:16,103,Manual,2,47,Completed
HP000192,BR001660,C00077,2025-06-30,01:08,93,Manual,5,52,Completed
HP000193,BR004104,C00041,2025-06-18,08:44,157,Manual,3,60,Completed
HP000194,BR000525,C00063,2025-06-22,17:32,147,Manual,1,67,Completed
HP000195,BR003982,C00027,2025-06-27,17:29,98,Manual,2,54,Completed
HP000196,BR002717,C00009,2025-06-04,02:07,70,Manual,4,70,Completed
HP000197,BR002027,C00032,2025-06-29,16:43,147,Manual,4,85,Completed
HP000198,BR002816,C00098,2025-06-05,05:59,215,Manual,2,73,Completed
HP000199,BR000508,C00091,2025-06-30,00:51,89,Manual,1,74,Completed
HP000200,BR005015,C00079,2025-06-10,12:14,91,Manual,2,85,Completed
HP000201,BR000311,C00037,2025-06-09,16:30,261,Manual,0,85,Completed
HP000202,BR004391,C00040,2025-06-02,10:00,211,Manual,2,55,Completed
HP000203,BR002565,C00008,2025-06-26,05:59,155,Manual,2,65,Completed
HP000204,BR001999,C00065,2025-06-06,09:38,206,Manual,3,70,Completed
HP000205,BR005302,C00025,2025-06-15,13:34,124,Manual,2,75,Completed
HP000206,BR004470,C00038,2025-06-14,14:42,204,Manual,1,47,Completed
HP000207,BR002261,C00041,2025-06-08,06:41,173,Manual,1,56,Completed
HP000208,BR005981,C00031,2025-06-17,08:15,141,Manual,0,56,Completed
HP000209,BR002432,C00078,2025-06-13,09:32,121,Manual,2,53,Completed
HP000210,BR005667,C00056,2025-06-24,13:47,45,Manual,2,58,Completed
HP000211,BR000731,C00040,2025-06-30,01:06,122,Manual,1,65,Completed
HP000212,BR000744,C00097,2025-06-08,07:18,156,Manual,2,59,Completed
HP000213,BR005168,C00064,2025-06-28,18:51,186,Manual,3,72,Completed
HP000214,BR002037,C00066,2025-06-14,02:33,109,Manual,2,48,Completed
HP000215,BR004217,C00096,2025-06-17,05:05,153,Manual,2,72,Completed
HP000216,BR005694,C00006,2025-06-01,16:01,152,Manual,2,83,Completed
HP000217,BR002439,C00063,2025-06-03,11:18,171,Manual,2,84,Completed
HP000218,BR005002,C00085,2025-06-27,14:12,152,Manual,1,54,Completed
HP000219,BR001629,C00038,2025-06-04,04:50,214,Manual,2,61,Completed
HP000220,BR003438,C00029,2025-06-01,04:22,112,Manual,1,46,Completed
HP000221,BR005355,C00014,2025-06-21,02:49,118,Manual,2,66,Completed
HP000222,BR002132,C00069,2025-06-18,03:07,130,Manual,4,85,Completed
HP000223,BR003914,C00039,2025-06-10,19:32,58,Manual,3,83,Completed
HP000224,BR001544,C00037,2025-06-04,19:11,54,Manual,0,76,Completed
HP000225,BR005877,C00062,2025-06-25,18:01,120,Manual,0,67,Completed
HP000226,BR003188,C00040,2025-06-06,00:15,54,Manual,3,45,Completed
HP000227,BR004441,C00068,2025-06-18,12:21,263,Manual,1,79,Completed
HP000228,BR003525,C00071,2025-06-10,07:59,222,Manual,0,56,Completed
HP000229,BR004521,C00083,2025-06-13,06:28,214,Manual,1,84,Completed
HP000230,BR001087,C00089,2025-06-13,05:18,151,Manual,0,48,Completed
HP000231,BR001524,C00027,2025-06-19,01:28,192,Manual,1,63,Completed
HP000232,BR001306,C00009,2025-06-11,09:21,146,Manual,4,46,Completed
HP000233,BR003855,C00038,2025-06-13,18:20,275,Manual,1,58,Completed
HP000234,BR000634,C00069,2025-06-01,01:09,200,Manual,1,57,Completed
HP000235,BR004754,C00028,2025-06-28,13:34,107,Manual,3,50,Completed
HP000236,BR005306,C00040,2025-06-02,18:15,114,Manual,0,51,Completed
HP000237,BR005971,C00082,2025-06-26,15:23,168,Manual,1,45,Completed
HP000238,BR003544,C00004,2025-06-18,09:47,153,Manual,1,67,Completed
HP000239,BR003930,C00034,2025-06-26,07:12,171,Manual,5,73,Completed
HP000240,BR003773,C00062,2025-06-08,00:51,64,Manual,0,85,Completed
HP000241,BR000221,C00052,2025-06-16,04:43,69,Manual,2,79,Completed
HP000242,BR005662,C00045,2025-06-19,04:46,140,Manual,3,70,Completed
HP000243,BR005740,C00034,2025-06-10,05:14,247,Manual,1,49,Completed
HP000244,BR004581,C00077,2025-06-14,06:56,31,Manual,1,79,Completed
HP000245,BR001698,C00025,2025-06-01,17:41,89,Manual,3,66,Completed
HP000246,BR002472,C00054,2025-06-05,00:36,93,Manual,1,66,Completed
HP000247,BR004136,C00063,2025-06-18,11:12,300,Manual,0,57,Completed
HP000248,BR003033,C00068,2025-06-28,03:11,171,Manual,2,79,Completed
HP000249,BR005255,C00003,2025-06-03,03:40,228,Manual,4,66,Completed
HP000250,BR004283,C00060,2025-06-18,16:11,159,Manual,0,78,Completed
HP000251,BR002107,C00017,2025-06-03,06:02,223,Manual,4,70,Completed
HP000252,BR005840,C00084,2025-06-18,09:39,100,Manual,2,75,Completed
HP000253,BR001131,C00067,2025-06-26,18:10,186,Manual,3,71,Completed
HP000254,BR004694,C00100,2025-06-21,15:49,57,Manual,2,48,Completed
HP000255,BR001681,C00033,2025-06-16,07:12,81,Manual,1,49,Completed
HP000256,BR005760,C00041,2025-06-08,09:32,239,Manual,1,67,Completed
HP000257,BR000675,C00069,2025-06-19,00:09,260,Manual,2,47,Completed
HP000258,BR000791,C00100,2025-06-22,05:00,191,Manual,4,85,Completed
HP000259,BR000820,C00065,2025-06-01,10:07,73,Manual,6,76,Completed
HP000260,BR002718,C00049,2025-06-12,18:20,188,Manual,2,59,Completed
HP000261,BR004681,C00014,2025-06-08,17:25,136,Manual,0,51,Completed
HP000262,BR005866,C00042,2025-06-28,15:11,34,Manual,0,75,Completed
HP000263,BR002276,C00051,2025-06-19,13:08,80,Manual,3,45,Completed
HP000264,BR003592,C00038,2025-06-10,00:24,189,Manual,2,70,Completed
HP000265,BR002314,C00068,2025-06-12,09:17,224,Manual,2,81,Completed
HP000266,BR000122,C00020,2025-06-30,15:38,262,Manual,1,72,Completed
HP000267,BR003121,C00024,2025-06-02,10:24,244,Manual,0,48,Completed
HP000268,BR001059,C00014,2025-06-21,18:40,80,Manual,1,74,Completed
HP000269,BR000943,C00043,2025-06-18,01:15,142,Manual,3,60,Completed
HP000270,BR005290,C00058,2025-06-28,16:49,82,Manual,2,45,Completed
HP000271,BR001006,C00094,2025-06-09,11:17,56,Manual,2,73,Completed
HP000272,BR005175,C00080,2025-06-01,03:32,115,Manual,2,83,Completed
HP000273,BR000434,C00095,2025-06-15,03:40,233,Manual,1,79,Completed
HP000274,BR002516,C00027,2025-06-01,01:54,268,Manual,2,71,Completed
HP000275,BR000871,C00081,2025-06-02,00:22,143,Manual,1,81,Completed
HP000276,BR000994,C00013,2025-06-04,00:38,191,Manual,0,82,Completed
HP000277,BR002092,C00089,2025-06-01,05:24,248,Manual,2,76,Completed
HP000278,BR004729,C00082,2025-06-11,14:41,109,Manual,1,80,Completed
HP000279,BR002003,C00063,2025-06-22,11:49,224,Manual,2,52,Completed
HP000280,BR005149,C00079,2025-06-21,07:20,132,Manual,0,84,Completed
HP000281,BR000357,C00041,2025-06-21,06:49,210,Manual,1,65,Completed
HP000282,BR004861,C00064,2025-06-25,10:49,342,Manual,2,85,Completed
HP000283,BR003248,C00067,2025-06-13,19:19,128,Manual,3,58,Completed
HP000284,BR004544,C00092,2025-06-30,19:02,266,Manual,1,61,Completed
HP000285,BR004664,C00036,2025-06-17,17:15,180,Manual,0,52,Completed
HP000286,BR003155,C00005,2025-06-30,02:41,106,Manual,1,63,Completed
HP000287,BR001763,C00010,2025-06-18,04:47,179,Manual,4,60,Completed
HP000288,BR003675,C00018,2025-06-24,07:42,131,Manual,4,76,Completed
HP000289,BR005522,C00069,2025-06-11,13:32,183,Manual,1,50,Completed
HP000290,BR001953,C00001,2025-06-30,12:44,226,Manual,3,52,Completed
HP000291,BR000402,C00053,2025-06-03,10:39,226,Manual,2,73,Completed
HP000292,BR000593,C00028,2025-06-19,15:23,195,Manual,2,67,Completed
HP000293,BR005338,C00028,2025-06-08,03:24,189,Manual,0,71,Completed
HP000294,BR000101,C00096,2025-06-03,17:35,110,Manual,0,63,Completed
HP000295,BR001882,C00037,2025-06-30,05:02,205,Manual,2,65,Completed
HP000296,BR003907,C00040,2025-06-24,06:16,110,Manual,1,56,Completed
HP000297,BR004420,C00018,2025-06-25,14:04,228,Manual,2,60,Completed
HP000298,BR004453,C00009,2025-06-14,07:47,180,Manual,4,69,Completed
HP000299,BR002646,C00098,2025-06-26,02:09,99,Manual,5,82,Completed
HP000300,BR002059,C00018,2025-06-19,05:28,139,Manual,2,67,Completed
HP000301,BR005391,C00024,2025-06-01,03:26,155,Manual,0,50,Completed
HP000302,BR005601,C00004,2025-06-01,16:45,43,Manual,4,68,Completed
HP000303,BR003118,C00032,2025-06-02,10:38,126,Manual,5,62,Completed
HP000304,BR002620,C00093,2025-06-24,07:29,169,Manual,1,81,Completed
HP000305,BR004122,C00002,2025-06-30,13:17,183,Manual,0,48,Completed
HP000306,BR003928,C00099,2025-06-06,12:01,166,Manual,4,69,Completed
HP000307,BR002443,C00051,2025-06-30,02:21,236,Manual,4,77,Completed
HP000308,BR005407,C00010,2025-06-19,12:57,139,Manual,1,84,Completed
HP000309,BR004349,C00097,2025-06-24,12:05,109,Manual,1,69,Completed
HP000310,BR004607,C00086,2025-06-01,18:54,312,Manual,2,63,Completed
HP000311,BR002014,C00052,2025-06-20,00:01,198,Manual,0,75,Completed
HP000312,BR004148,C00034,2025-06-25,07:35,283,Manual,0,59,Completed
HP000313,BR000162,C00047,2025-06-09,13:47,181,Manual,2,77,Completed
HP000314,BR001852,C00097,2025-06-15,18:46,264,Manual,3,77,Completed
HP000315,BR004625,C00029,2025-06-26,00:17,205,Manual,1,82,Completed
HP000316,BR004575,C00070,2025-06-24,09:13,257,Manual,2,83,Completed
HP000317,BR003591,C00074,2025-06-28,14:59,233,Manual,1,67,Completed
HP000318,BR002115,C00006,2025-06-29,13:47,145,Manual,4,82,Completed
HP000319,BR004182,C00054,2025-06-18,11:07,174,Manual,0,55,Completed
HP000320,BR004943,C00011,2025-06-10,01:54,122,Manual,1,80,Completed
HP000321,BR000964,C00088,2025-06-15,17:51,261,Manual,1,66,Completed
HP000322,BR003166,C00027,2025-06-27,13:43,165,Manual,1,81,Completed
HP000323,BR000858,C00090,2025-06-18,07:50,66,Manual,5,64,Completed
HP000324,BR004574,C00078,2025-06-21,17:10,253,Manual,2,81,Completed
HP000325,BR001138,C00011,2025-06-26,00:02,147,Manual,1,45,Completed
HP000326,BR001103,C00093,2025-06-04,14:33,92,Manual,1,60,Completed
HP000327,BR004890,C00050,2025-06-01,16:23,160,Manual,1,75,Completed
HP000328,BR004714,C00030,2025-06-28,19:56,137,Manual,1,53,Completed
HP000329,BR005728,C00093,2025-06-19,15:22,140,Manual,3,50,Completed
HP000330,BR001371,C00012,2025-06-19,03:06,45,Manual,4,64,Completed
HP000331,BR000359,C00074,2025-06-12,14:11,172,Manual,2,64,Completed
HP000332,BR000169,C00036,2025-06-15,07:08,137,Manual,0,65,Completed
HP000333,BR001665,C00032,2025-06-03,07:27,169,Manual,4,84,Completed
HP000334,BR000639,C00099,2025-06-04,15:03,72,Manual,1,72,Completed
HP000335,BR000201,C00049,2025-06-13,12:48,95,Manual,2,55,Completed
HP000336,BR002691,C00088,2025-06-26,19:54,72,Manual,2,49,Completed
HP000337,BR005033,C00068,2025-06-16,12:22,57,Manual,0,61,Completed
HP000338,BR002897,C00068,2025-06-28,03:38,343,Manual,0,75,Completed
HP000339,BR005631,C00026,2025-06-21,09:36,156,Manual,3,80,Completed
HP000340,BR002768,C00088,2025-06-14,13:40,82,Manual,3,75,Completed
HP000341,BR004758,C00044,2025-06-25,17:38,100,Manual,1,63,Completed
HP000342,BR003797,C00029,2025-06-07,15:39,252,Manual,4,61,Completed
HP000343,BR005799,C00027,2025-06-27,15:58,215,Manual,1,72,Completed
HP000344,BR002706,C00002,2025-06-05,18:30,64,Manual,3,49,Completed
HP000345,BR005998,C00090,2025-06-30,12:59,80,Manual,2,54,Completed
HP000346,BR005983,C00042,2025-06-17,03:39,74,Manual,1,63,Completed
HP000347,BR002262,C00021,2025-06-24,17:24,143,Manual,2,83,Completed
HP000348,BR002151,C00003,2025-06-20,11:37,108,Manual,2,55,Completed
HP000349,BR001692,C00047,2025-06-21,12:46,109,Manual,2,60,Completed
HP000350,BR000804,C00004,2025-06-19,19:39,149,Manual,0,50,Completed
HP000351,BR001555,C00094,2025-06-13,07:26,197,Manual,1,74,Completed
HP000352,BR002340,C00097,2025-06-05,17:55,178,Manual,0,57,Completed
HP000353,BR003588,C00076,2025-06-27,04:40,66,Manual,0,50,Completed
HP000354,BR001804,C00047,2025-06-30,19:52,165,Manual,2,68,Completed
HP000355,BR005777,C00059,2025-06-03,19:28,160,Manual,0,55,Completed
