movement_id,train_no,from_station_sequence,corridor_id,from_station_code,to_station_code,arrival_time,next_arrival_time,movement_date,movement_type,conflict_buffer_min
MW000028,12025,9,C00036,ASN,DHN,21:30,22:17,2025-06-26,Train Movement,14
MW000029,12025,10,C00039,DHN,KTH,22:17,22:40,2025-06-15,Train Movement,8
MW000030,12025,12,C00019,GD,GKP,23:20,01:15,2025-06-09,Train Movement,10
MW000031,12025,13,C00023,GKP,CPJ,01:15,01:45,2025-06-14,Train Movement,8
MW000032,12025,15,C00087,BPL,UJN,02:27,04:43,2025-06-08,Train Movement,7
MW000033,12025,16,C00095,UJN,RTM,04:43,05:57,2025-06-14,Train Movement,15
MW000034,12025,18,C00018,FA,ABR,07:02,08:12,2025-06-21,Train Movement,8
MW000035,12025,20,C00058,RIG,JSG,08:42,09:35,2025-06-22,Train Movement,11
MW000036,12030,1,C00012,MKP,BNDA,13:43,15:09,2025-06-07,Train Movement,9
MW000037,12030,3,C00092,ADI,BRC,16:19,17:36,2025-06-18,Train Movement,11
MW000038,12030,5,C00022,IZN,KSJ,18:21,20:52,2025-06-28,Train Movement,10
MW000039,12030,7,C00048,RGDA,VZM,21:14,22:51,2025-06-02,Train Movement,14
MW000040,12030,8,C00044,VZM,WAT,22:51,23:38,2025-06-19,Train Movement,11
MW000041,12030,10,C00038,DDU,GAYA,23:56,02:25,2025-06-01,Train Movement,14
MW000042,12030,11,C00042,GAYA,KQR,02:25,03:20,2025-06-08,Train Movement,5
MW000043,12030,13,C00045,TIG,SBP,03:46,05:57,2025-06-05,Train Movement,13
MW000044,12030,15,C00040,SEE,BJU,06:17,07:34,2025-06-05,Train Movement,6
MW000045,12030,17,C00046,BBS,CTC,08:20,08:44,2025-06-12,Train Movement,14
MW000046,12036,1,C00061,AJJ,MAS,00:57,01:48,2025-06-30,Train Movement,12
MW000047,12036,3,C00036,DHN,ASN,02:11,02:59,2025-06-24,Train Movement,15
MW000048,12036,4,C00033,ASN,JSME,02:59,04:22,2025-06-28,Train Movement,9
MW000049,12036,6,C00091,BVI,ST,05:07,07:49,2025-06-02,Train Movement,7
MW000050,12036,8,C00056,R,DURG,08:19,08:47,2025-06-25,Train Movement,14
MW000051,12036,10,C00006,GZB,DLI,09:06,09:28,2025-06-29,Train Movement,10
MW000052,12036,12,C00020,LJN,STP,10:03,11:09,2025-06-03,Train Movement,8
MW000053,12036,14,C00031,BWN,HWH,12:22,13:32,2025-06-26,Train Movement,9
MW000054,12036,15,C00049,HWH,KGP,13:32,14:59,2025-06-26,Train Movement,6
MW000055,12036,16,C00053,KGP,SHM,14:59,16:30,2025-06-12,Train Movement,6
MW000056,12036,18,C00022,IZN,KSJ,17:20,19:47,2025-06-17,Train Movement,8
MW000057,12036,20,C00009,JHS,GWL,20:27,21:39,2025-06-29,Train Movement,15
MW000058,12036,22,C00026,GHY,NJP,22:03,02:50,2025-06-05,Train Movement,9
MW000059,12042,1,C00053,KGP,SHM,09:16,10:46,2025-06-02,Train Movement,10
MW000060,12042,3,C00050,TATA,CKP,10:58,11:47,2025-06-06,Train Movement,6
MW000061,12042,5,C00024,MLN,LMP,12:14,13:29,2025-06-14,Train Movement,8
MW000062,12042,7,C00090,KTE,JBP,14:12,15:21,2025-06-12,Train Movement,15
MW000063,12042,8,C00086,JBP,ET,15:21,18:15,2025-06-12,Train Movement,13
MW000064,12042,9,C00084,ET,BSL,18:15,21:54,2025-06-04,Train Movement,9
MW000065,12042,10,C00082,BSL,AK,21:54,23:38,2025-06-15,Train Movement,9
MW000066,12042,12,C00096,AII,JP,00:18,01:57,2025-06-16,Train Movement,5
MW000067,12042,14,C00079,KYN,CSMT,02:40,03:25,2025-06-15,Train Movement,9
MW000068,12042,16,C00022,KSJ,IZN,04:05,06:32,2025-06-14,Train Movement,13
MW000069,12047,1,C00017,UDZ,RPZ,21:00,21:05,2025-06-12,Train Movement,13
MW000070,12047,3,C00016,AWR,RE,21:50,22:44,2025-06-06,Train Movement,11
MW000071,12047,5,C00020,LJN,STP,23:47,00:54,2025-06-14,Train Movement,9
MW000072,12047,7,C00014,MTD,JU,01:18,02:38,2025-06-28,Train Movement,5
MW000073,12047,9,C00084,BSL,ET,03:26,07:03,2025-06-19,Train Movement,6
MW000074,12047,10,C00086,ET,JBP,07:03,09:58,2025-06-13,Train Movement,9
MW000075,12047,11,C00090,JBP,KTE,09:58,11:03,2025-06-05,Train Movement,6
MW000076,12047,13,C00037,DNR,MKA,11:23,12:29,2025-06-19,Train Movement,11
MW000077,12047,15,C00085,KTT,BTE,13:23,16:16,2025-06-25,Train Movement,15
MW000078,12048,1,C00072,SC,BIDR,13:49,15:07,2025-06-01,Train Movement,10
MW000079,12048,3,C00062,CBE,PGT,15:31,16:13,2025-06-08,Train Movement,8
MW000080,12048,5,C00020,STP,LJN,16:48,17:54,2025-06-26,Train Movement,5
MW000081,12048,7,C00009,GWL,JHS,18:29,19:37,2025-06-26,Train Movement,13
MW000082,12053,1,C00008,ETW,AGC,23:03,00:42,2025-06-26,Train Movement,11
MW000083,12053,3,C00002,LDH,UMB,01:28,02:53,2025-06-23,Train Movement,10
MW000084,12053,5,C00077,TK,SBC,03:29,04:26,2025-06-15,Train Movement,10
MW000085,12053,6,C00073,SBC,MYS,04:26,06:10,2025-06-07,Train Movement,8
MW000086,12053,7,C00075,MYS,ASK,06:10,07:57,2025-06-24,Train Movement,14
MW000087,12053,9,C00092,ADI,BRC,08:25,09:41,2025-06-22,Train Movement,12
MW000088,12053,11,C00024,MLN,LMP,10:22,11:33,2025-06-29,Train Movement,12
MW000089,12053,13,C00097,KAVI,NOAP,11:53,12:21,2025-06-05,Train Movement,10
MW000090,12053,14,C00098,NOAP,DAWN,12:21,12:28,2025-06-04,Train Movement,12
MW000091,12053,16,C00003,MB,BE,13:15,14:25,2025-06-05,Train Movement,12
MW000092,12053,18,C00093,JAM,RJT,15:09,16:12,2025-06-28,Train Movement,14
MW000093,12058,1,C00081,WR,NGP,03:45,04:43,2025-06-16,Train Movement,6
MW000094,12058,2,C00057,NGP,G,04:43,06:18,2025-06-27,Train Movement,12
MW000095,12058,4,C00052,ROU,BSP,06:47,09:19,2025-06-02,Train Movement,7
MW000096,12058,5,C00055,BSP,R,09:19,10:45,2025-06-30,Train Movement,14
MW000097,12058,6,C00056,R,DURG,10:45,11:12,2025-06-02,Train Movement,7
MW000098,12058,8,C00028,BPB,LMG,11:41,13:24,2025-06-21,Train Movement,5
MW000099,12058,10,C00076,UBL,BGM,13:45,15:29,2025-06-10,Train Movement,5
MW000100,12058,12,C00020,LJN,STP,16:05,17:12,2025-06-05,Train Movement,13
MW000101,12058,14,C00015,SOG,BKN,17:34,19:51,2025-06-24,Train Movement,7
MW000102,12063,1,C00030,RNY,RPAN,10:13,11:41,2025-06-02,Train Movement,5
MW000103,12063,3,C00075,ASK,MYS,12:18,14:01,2025-06-21,Train Movement,9
MW000104,12063,4,C00073,MYS,SBC,14:01,15:40,2025-06-26,Train Movement,6
MW000105,12063,5,C00077,SBC,TK,15:40,16:35,2025-06-29,Train Movement,13
MW000106,12063,7,C00081,WR,NGP,17:02,18:06,2025-06-25,Train Movement,8
MW000107,12063,8,C00057,NGP,G,18:06,19:39,2025-06-17,Train Movement,14
MW000108,12063,10,C00094,BVC,MHV,20:12,22:28,2025-06-16,Train Movement,10
MW000109,12063,12,C00017,RPZ,UDZ,22:51,22:58,2025-06-22,Train Movement,10
MW000110,12063,14,C00054,ADRA,BKSC,23:41,00:14,2025-06-16,Train Movement,15
MW000111,12063,16,C00070,PAU,NED,00:33,00:58,2025-06-28,Train Movement,7
MW000112,12074,1,C00076,BGM,UBL,06:06,07:43,2025-06-04,Train Movement,10
MW000113,12074,2,C00074,UBL,DWR,07:43,08:01,2025-06-08,Train Movement,9
MW000114,12074,4,C00050,CKP,TATA,09:06,09:54,2025-06-13,Train Movement,7
MW000115,12074,6,C00037,DNR,MKA,10:23,11:27,2025-06-23,Train Movement,5
MW000116,12074,8,C00090,JBP,KTE,12:07,13:18,2025-06-14,Train Movement,9
MW000117,12074,10,C00032,KBGB,SDAH,13:44,14:06,2025-06-19,Train Movement,13
MW000118,12074,12,C00051,MURI,RNC,14:22,15:10,2025-06-12,Train Movement,9
MW000119,12074,14,C00059,MIB,NIR,15:49,18:51,2025-06-16,Train Movement,8
MW000120,12074,16,C00012,BNDA,MKP,19:26,20:52,2025-06-29,Train Movement,10
MW000121,12077,1,C00088,KTT,SWM,04:25,05:42,2025-06-22,Train Movement,10
MW000122,12077,3,C00045,TIG,SBP,06:14,08:23,2025-06-26,Train Movement,13
MW000123,12077,5,C00032,SDAH,KBGB,08:53,09:12,2025-06-05,Train Movement,7
MW000124,12077,7,C00063,MDU,TEN,09:32,11:25,2025-06-04,Train Movement,9
MW000125,12077,9,C00062,PGT,CBE,11:55,12:39,2025-06-09,Train Movement,7
MW000126,12077,11,C00096,JP,AII,12:54,14:33,2025-06-12,Train Movement,14
MW000127,12077,13,C00073,SBC,MYS,15:10,16:52,2025-06-22,Train Movement,8
MW000128,12077,14,C00075,MYS,ASK,16:52,18:39,2025-06-06,Train Movement,11
MW000129,12077,16,C00048,RGDA,VZM,19:17,20:50,2025-06-02,Train Movement,10
MW000130,12078,1,C00100,SDSD,HWHB,14:45,14:49,2025-06-21,Train Movement,8
MW000131,12078,3,C00018,ABR,FA,15:22,16:32,2025-06-03,Train Movement,6
MW000132,12078,5,C00040,SEE,BJU,16:58,18:19,2025-06-10,Train Movement,11
MW000133,12078,7,C00084,BSL,ET,19:04,22:48,2025-06-24,Train Movement,14
MW000134,12078,8,C00089,ET,BPL,22:48,23:55,2025-06-15,Train Movement,10
MW000135,12086,1,C00085,BTE,KTT,06:48,09:42,2025-06-01,Train Movement,14
MW000136,12086,2,C00088,KTT,SWM,09:42,11:01,2025-06-02,Train Movement,7
MW000137,12086,4,C00060,CPH,KHS,11:40,12:14,2025-06-01,Train Movement,7
MW000138,12086,6,C00081,NGP,WR,12:42,13:43,2025-06-27,Train Movement,10
MW000139,12086,8,C00070,NED,PAU,14:10,14:36,2025-06-05,Train Movement,11
MW000140,12086,10,C00042,KQR,GAYA,14:50,15:47,2025-06-01,Train Movement,5
MW000141,12086,11,C00038,GAYA,DDU,15:47,18:17,2025-06-20,Train Movement,12
MW000142,12086,13,C00040,SEE,BJU,19:14,20:30,2025-06-07,Train Movement,13
MW000143,12086,15,C00056,DURG,R,21:03,21:34,2025-06-09,Train Movement,11
MW000144,12096,1,C00051,MURI,RNC,14:11,14:56,2025-06-07,Train Movement,13
MW000145,12096,3,C00056,R,DURG,15:20,15:51,2025-06-15,Train Movement,12
MW000146,12096,5,C00005,FZR,ASR,16:14,17:51,2025-06-02,Train Movement,6
MW000147,12096,7,C00063,MDU,TEN,18:50,20:48,2025-06-02,Train Movement,6
MW000148,12096,9,C00058,JSG,RIG,21:01,22:00,2025-06-14,Train Movement,8
MW000149,12096,11,C00007,PRYJ,CNB,22:54,01:18,2025-06-12,Train Movement,15
MW000150,12096,12,C00011,CNB,ALJN,01:18,05:02,2025-06-27,Train Movement,11
MW000151,12107,1,C00071,TEL,GNT,09:02,09:19,2025-06-21,Train Movement,11
MW000152,12107,3,C00025,DBRG,GHY,10:07,14:55,2025-06-02,Train Movement,5
MW000153,12107,4,C00026,GHY,NJP,14:55,19:48,2025-06-13,Train Movement,15
MW000154,12107,5,C00029,NJP,KIR,19:48,21:00,2025-06-22,Train Movement,5
MW000155,12107,7,C00063,TEN,MDU,22:07,00:04,2025-06-23,Train Movement,11
MW000156,12107,9,C00037,MKA,DNR,00:43,01:49,2025-06-24,Train Movement,11
MW000157,12107,11,C00095,RTM,UJN,02:14,03:28,2025-06-13,Train Movement,10
MW000158,12107,12,C00087,UJN,BPL,03:28,05:43,2025-06-06,Train Movement,14
MW000159,12107,13,C00089,BPL,ET,05:43,06:53,2025-06-10,Train Movement,5
MW000160,12109,1,C00081,WR,NGP,07:19,08:18,2025-06-11,Train Movement,8
MW000161,12109,2,C00057,NGP,G,08:18,09:50,2025-06-10,Train Movement,6
MW000162,12109,4,C00068,BZA,RJY,10:26,12:12,2025-06-02,Train Movement,9
MW000163,12109,6,C00098,DAWN,NOAP,12:43,12:49,2025-06-18,Train Movement,8
MW000164,12109,7,C00097,NOAP,KAVI,12:49,13:14,2025-06-11,Train Movement,15
MW000165,12109,9,C00008,AGC,ETW,13:35,15:14,2025-06-13,Train Movement,5
MW000166,12109,11,C00083,SUR,KWV,16:02,17:24,2025-06-21,Train Movement,11
MW000167,12109,13,C00063,MDU,TEN,18:06,20:01,2025-06-05,Train Movement,12
MW000168,12110,1,C00095,RTM,UJN,11:53,13:00,2025-06-02,Train Movement,8
MW000169,12110,2,C00087,UJN,BPL,13:00,15:17,2025-06-09,Train Movement,8
MW000170,12110,3,C00089,BPL,ET,15:17,16:23,2025-06-14,Train Movement,8
MW000171,12110,4,C00084,ET,BSL,16:23,20:02,2025-06-08,Train Movement,15
MW000172,12110,5,C00082,BSL,AK,20:02,21:40,2025-06-30,Train Movement,11
MW000173,12110,7,C00018,ABR,FA,22:16,23:26,2025-06-15,Train Movement,5
MW000174,12110,9,C00041,DBG,SPJ,00:20,00:45,2025-06-10,Train Movement,13
MW000175,12124,1,C00016,RE,AWR,23:35,00:30,2025-06-21,Train Movement,13
MW000176,12124,3,C00037,DNR,MKA,01:23,02:32,2025-06-17,Train Movement,12
MW000177,12124,5,C00045,SBP,TIG,02:43,04:57,2025-06-26,Train Movement,6
MW000178,12124,7,C00017,UDZ,RPZ,05:31,05:39,2025-06-27,Train Movement,11
MW000179,12124,9,C00061,AJJ,MAS,06:10,07:02,2025-06-09,Train Movement,13
MW000180,12124,11,C00027,NBQ,APDJ,07:38,09:35,2025-06-13,Train Movement,6
MW000181,12124,13,C00042,GAYA,KQR,10:13,11:10,2025-06-24,Train Movement,13
MW000182,12133,1,C00017,RPZ,UDZ,21:33,21:36,2025-06-15,Train Movement,12
MW000183,12133,3,C00012,BNDA,MKP,22:29,00:02,2025-06-06,Train Movement,13
MW000184,12133,5,C00023,GKP,CPJ,00:43,01:17,2025-06-03,Train Movement,11
MW000185,12133,7,C00005,ASR,FZR,01:39,03:09,2025-06-16,Train Movement,9
MW000186,12133,9,C00094,MHV,BVC,03:51,06:07,2025-06-18,Train Movement,10
MW000187,12136,1,C00061,MAS,AJJ,00:08,00:56,2025-06-26,Train Movement,6
MW000188,12136,3,C00090,KTE,JBP,01:44,02:52,2025-06-21,Train Movement,5
MW000189,12136,4,C00086,JBP,ET,02:52,05:50,2025-06-08,Train Movement,13
MW000190,12136,5,C00084,ET,BSL,05:50,09:26,2025-06-11,Train Movement,13
MW000191,12136,6,C00082,BSL,AK,09:26,11:10,2025-06-12,Train Movement,8
MW000192,12136,8,C00075,MYS,ASK,12:07,13:52,2025-06-24,Train Movement,13
MW000193,12136,10,C00062,PGT,CBE,14:43,15:28,2025-06-19,Train Movement,14
MW000194,12136,12,C00059,MIB,NIR,16:12,19:05,2025-06-05,Train Movement,15
MW000195,12136,14,C00042,GAYA,KQR,19:44,20:43,2025-06-22,Train Movement,7
MW000196,12136,16,C00069,TPTY,GTL,21:20,01:03,2025-06-02,Train Movement,10
MW000197,12140,1,C00018,FA,ABR,20:50,21:57,2025-06-10,Train Movement,14
MW000198,12140,3,C00031,BWN,HWH,22:36,23:44,2025-06-26,Train Movement,11
MW000199,12140,4,C00049,HWH,KGP,23:44,01:11,2025-06-06,Train Movement,11
MW000200,12140,5,C00053,KGP,SHM,01:11,02:46,2025-06-21,Train Movement,9
MW000201,12140,7,C00089,BPL,ET,03:29,04:35,2025-06-02,Train Movement,10
MW000202,12140,8,C00086,ET,JBP,04:35,07:32,2025-06-23,Train Movement,5
MW000203,12140,9,C00090,JBP,KTE,07:32,08:40,2025-06-11,Train Movement,8
MW000204,12140,11,C00014,JU,MTD,09:23,10:39,2025-06-06,Train Movement,7
MW000205,12140,13,C00047,PURI,BBS,10:51,11:43,2025-06-28,Train Movement,11
MW000206,12140,14,C00046,BBS,CTC,11:43,12:08,2025-06-10,Train Movement,14
MW000207,12140,16,C00098,NOAP,DAWN,12:36,12:45,2025-06-14,Train Movement,15
MW000208,12140,18,C00028,BPB,LMG,13:11,14:57,2025-06-21,Train Movement,7
MW000209,12140,20,C00067,KZJ,SC,15:50,17:25,2025-06-07,Train Movement,8
MW000210,12140,21,C00072,SC,BIDR,17:25,18:49,2025-06-01,Train Movement,14
MW000211,12147,1,C00063,TEN,MDU,08:55,10:46,2025-06-04,Train Movement,8
MW000212,12147,3,C00014,MTD,JU,11:37,12:52,2025-06-28,Train Movement,15
MW000213,12147,5,C00015,BKN,SOG,13:37,15:54,2025-06-12,Train Movement,6
MW000214,12147,7,C00041,DBG,SPJ,16:13,16:40,2025-06-04,Train Movement,9
MW000215,12147,9,C00052,ROU,BSP,17:43,20:15,2025-06-12,Train Movement,12
MW000216,12147,10,C00055,BSP,R,20:15,21:42,2025-06-07,Train Movement,15
MW000217,12147,11,C00056,R,DURG,21:42,22:13,2025-06-03,Train Movement,7
MW000218,12149,1,C00052,ROU,BSP,12:08,14:38,2025-06-23,Train Movement,7
MW000219,12149,2,C00055,BSP,R,14:38,15:58,2025-06-07,Train Movement,6
MW000220,12149,3,C00056,R,DURG,15:58,16:24,2025-06-05,Train Movement,13
MW000221,12149,5,C00045,TIG,SBP,16:45,19:00,2025-06-17,Train Movement,12
MW000222,12149,7,C00043,BBS,KUR,19:11,19:33,2025-06-27,Train Movement,14
MW000223,12149,9,C00022,KSJ,IZN,20:31,22:57,2025-06-12,Train Movement,7
MW000224,12149,11,C00093,JAM,RJT,23:35,00:37,2025-06-24,Train Movement,6
MW000225,12149,13,C00068,RJY,BZA,01:18,03:06,2025-06-22,Train Movement,13
MW000226,12150,1,C00026,NJP,GHY,04:05,08:50,2025-06-03,Train Movement,12
MW000227,12150,2,C00025,GHY,DBRG,08:50,13:41,2025-06-07,Train Movement,5
MW000228,12150,5,C00001,NDLS,CNB,14:38,19:54,2025-06-21,Train Movement,14
MW000229,12150,6,C00011,CNB,ALJN,19:54,23:37,2025-06-15,Train Movement,8
MW000230,12150,8,C00056,DURG,R,00:22,00:52,2025-06-17,Train Movement,14
MW000231,12150,9,C00055,R,BSP,00:52,02:19,2025-06-30,Train Movement,5
MW000232,12150,10,C00052,BSP,ROU,02:19,04:53,2025-06-21,Train Movement,7
MW000233,12150,12,C00003,BE,MB,05:47,06:57,2025-06-18,Train Movement,11
MW000234,12150,14,C00057,NGP,G,07:32,09:03,2025-06-15,Train Movement,12
MW000235,12150,16,C00078,UBL,HPT,09:42,11:30,2025-06-05,Train Movement,9
MW000236,12150,18,C00047,PURI,BBS,12:34,13:22,2025-06-25,Train Movement,10
MW000237,12150,19,C00046,BBS,CTC,13:22,13:50,2025-06-22,Train Movement,12
MW000238,12157,1,C00091,ST,BVI,06:43,09:24,2025-06-30,Train Movement,13
MW000239,12157,3,C00009,JHS,GWL,10:07,11:22,2025-06-20,Train Movement,6
MW000240,12157,5,C00049,HWH,KGP,11:58,13:22,2025-06-28,Train Movement,7
MW000241,12157,6,C00053,KGP,SHM,13:22,14:52,2025-06-03,Train Movement,11
MW000242,12157,8,C00017,RPZ,UDZ,15:17,15:26,2025-06-23,Train Movement,14
MW000243,12157,10,C00060,CPH,KHS,15:53,16:27,2025-06-10,Train Movement,14
MW000244,12157,12,C00020,STP,LJN,16:43,17:46,2025-06-25,Train Movement,15
MW000245,12157,14,C00097,KAVI,NOAP,18:56,19:27,2025-06-02,Train Movement,8
MW000246,12157,15,C00098,NOAP,DAWN,19:27,19:33,2025-06-03,Train Movement,7
MW000247,12157,17,C00004,SLN,LKO,20:07,21:46,2025-06-06,Train Movement,5
MW000248,12169,1,C00021,BSB,BUI,14:56,16:37,2025-06-29,Train Movement,14
MW000249,12169,3,C00063,TEN,MDU,17:04,19:00,2025-06-14,Train Movement,14
MW000250,12169,5,C00072,BIDR,SC,19:57,21:21,2025-06-26,Train Movement,12
MW000251,12169,6,C00067,SC,KZJ,21:21,22:54,2025-06-11,Train Movement,10
MW000252,12169,8,C00096,JP,AII,23:56,01:36,2025-06-05,Train Movement,11
MW000253,12169,10,C00014,JU,MTD,02:13,03:30,2025-06-24,Train Movement,6
MW000254,12169,12,C00003,BE,MB,04:09,05:11,2025-06-08,Train Movement,14
MW000255,12175,1,C00078,UBL,HPT,08:12,09:52,2025-06-21,Train Movement,8
MW000256,12175,3,C00100,HWHB,SDSD,10:31,10:41,2025-06-25,Train Movement,14
MW000257,12175,5,C00064,VM,TPJ,11:33,13:43,2025-06-07,Train Movement,5
MW000258,12175,7,C00003,MB,BE,14:28,15:41,2025-06-30,Train Movement,6
MW000259,12175,9,C00052,ROU,BSP,16:04,18:35,2025-06-18,Train Movement,6
MW000260,12175,10,C00055,BSP,R,18:35,19:57,2025-06-21,Train Movement,8
MW000261,12175,11,C00056,R,DURG,19:57,20:29,2025-06-15,Train Movement,14
MW000262,12175,13,C00015,BKN,SOG,20:59,23:14,2025-06-29,Train Movement,13
MW000263,12175,15,C00011,ALJN,CNB,00:11,03:54,2025-06-29,Train Movement,13
MW000264,12175,16,C00001,CNB,NDLS,03:54,09:10,2025-06-23,Train Movement,7
MW000265,12186,1,C00099,JOKA,ESPL,15:52,16:00,2025-06-06,Train Movement,8
MW000266,12186,3,C00046,CTC,BBS,17:00,17:23,2025-06-07,Train Movement,13
MW000267,12186,4,C00043,BBS,KUR,17:23,17:43,2025-06-06,Train Movement,10
MW000268,12186,6,C00065,QLN,TVC,18:21,19:11,2025-06-08,Train Movement,10
MW000269,12186,8,C00088,KTT,SWM,20:25,21:45,2025-06-25,Train Movement,10
MW000270,12186,10,C00020,STP,LJN,21:53,23:01,2025-06-24,Train Movement,14
MW000271,12186,12,C00071,TEL,GNT,23:18,23:41,2025-06-13,Train Movement,11
MW000272,12186,14,C00024,LMP,MLN,00:06,01:16,2025-06-02,Train Movement,14
MW000273,12186,16,C00012,MKP,BNDA,01:29,03:00,2025-06-03,Train Movement,14
MW000274,12186,18,C00084,BSL,ET,03:14,06:50,2025-06-12,Train Movement,12
MW000275,12189,1,C00046,CTC,BBS,20:45,21:07,2025-06-19,Train Movement,10
MW000276,12189,2,C00043,BBS,KUR,21:07,21:25,2025-06-24,Train Movement,10
MW000277,12189,4,C00002,LDH,UMB,22:13,23:38,2025-06-15,Train Movement,12
MW000278,12189,6,C00062,PGT,CBE,00:12,00:53,2025-06-13,Train Movement,6
MW000279,12189,8,C00056,DURG,R,01:23,01:53,2025-06-23,Train Movement,8
MW000280,12189,9,C00055,R,BSP,01:53,03:11,2025-06-19,Train Movement,12
MW000281,12189,10,C00052,BSP,ROU,03:11,05:41,2025-06-07,Train Movement,12
MW000282,12189,12,C00032,SDAH,KBGB,06:33,06:57,2025-06-21,Train Movement,10
MW000283,12190,1,C00095,UJN,RTM,17:03,18:09,2025-06-16,Train Movement,15
MW000284,12190,3,C00019,GD,GKP,18:45,20:37,2025-06-04,Train Movement,10
MW000285,12190,4,C00023,GKP,CPJ,20:37,21:06,2025-06-16,Train Movement,10
MW000286,12190,6,C00004,LKO,SLN,21:25,23:10,2025-06-23,Train Movement,12
MW000287,12190,8,C00017,UDZ,RPZ,23:22,23:27,2025-06-23,Train Movement,9
MW000288,12190,10,C00091,BVI,ST,23:53,02:43,2025-06-12,Train Movement,7
MW000289,12190,12,C00050,TATA,CKP,03:52,04:41,2025-06-17,Train Movement,5
MW000290,12190,14,C00037,MKA,DNR,04:56,06:02,2025-06-02,Train Movement,5
MW000291,12190,16,C00051,MURI,RNC,06:34,07:18,2025-06-18,Train Movement,6
MW000292,12190,18,C00022,IZN,KSJ,08:08,10:38,2025-06-09,Train Movement,14
MW000293,12200,1,C00026,GHY,NJP,18:14,23:00,2025-06-18,Train Movement,11
MW000294,12200,2,C00029,NJP,KIR,23:00,00:15,2025-06-05,Train Movement,15
MW000295,12200,4,C00098,NOAP,DAWN,00:45,00:54,2025-06-25,Train Movement,11
MW000296,12200,6,C00037,MKA,DNR,01:09,02:14,2025-06-29,Train Movement,7
MW000297,12200,8,C00099,ESPL,JOKA,02:59,03:10,2025-06-26,Train Movement,6
MW000298,12200,10,C00058,JSG,RIG,03:32,04:26,2025-06-04,Train Movement,6
MW000299,12200,12,C00023,CPJ,GKP,05:03,05:35,2025-06-15,Train Movement,8
MW000300,12200,13,C00019,GKP,GD,05:35,07:27,2025-06-02,Train Movement,15
MW000301,12200,15,C00096,AII,JP,08:22,10:04,2025-06-01,Train Movement,7
MW000302,12200,17,C00088,KTT,SWM,10:25,11:47,2025-06-26,Train Movement,11
MW000303,12200,19,C00070,NED,PAU,12:11,12:40,2025-06-03,Train Movement,15
MW000304,12208,1,C00062,CBE,PGT,06:51,07:29,2025-06-08,Train Movement,5
MW000305,12208,3,C00079,KYN,CSMT,08:18,09:05,2025-06-10,Train Movement,7
MW000306,12208,5,C00003,BE,MB,09:34,10:45,2025-06-09,Train Movement,12
MW000307,12208,7,C00071,TEL,GNT,11:25,11:46,2025-06-14,Train Movement,6
MW000308,12208,9,C00093,JAM,RJT,12:28,13:33,2025-06-26,Train Movement,11
