schedule_id,train_no,train_name,train_type,source_station_code,source_station_name,destination_station_code,destination_station_name,station_sequence,station_code,station_name,arrival_time,departure_time,distance_km,running_days,direction
SCH0000017,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,1,JAM,Jamnagar,20:35,20:35,0.0,Daily,UP
SCH0000018,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,2,RJT,Rajkot Junction,21:49,21:57,84.2,Daily,UP
SCH0000019,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,3,BE,Bareilly Junction,23:15,23:19,171.2,Daily,UP
SCH0000020,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,4,MB,Moradabad,00:41,00:49,261.4,Daily,UP
SCH0000021,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,5,MLN,Mailani Junction,01:19,01:24,296.4,Daily,UP
SCH0000022,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,6,LMP,Lakhimpur,02:51,02:57,392.5,Daily,UP
SCH0000023,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,7,KTT,Kota Junction,04:19,04:25,483.5,Daily,UP
SCH0000024,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,8,BTE,Bharatpur Junction,07:57,08:00,726.0,Daily,UP
SCH0000025,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,9,NOAP,Noapara,08:35,08:42,763.0,Daily,UP
SCH0000026,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,10,KAVI,Kavi Subhash,09:11,09:15,794.4,Daily,UP
SCH0000027,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,11,LMG,Lumding Junction,09:59,10:05,845.4,Daily,UP
SCH0000028,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,12,BPB,Badarpur Junction,12:09,12:17,986.2,Daily,UP
SCH0000029,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,13,KGP,Kharagpur Junction,12:54,13:00,1029.2,Daily,UP
SCH0000030,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,14,SHM,Shalimar,14:56,15:03,1157.4,Daily,UP
SCH0000031,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,15,ETW,Etawah Junction,15:53,16:00,1215.4,Daily,UP
SCH0000032,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,16,AGC,Agra Cantt,18:03,18:10,1351.6,Daily,UP
SCH0000033,14451,Jamnagar - Kanpur Central Express,Express,JAM,Jamnagar,CNB,Kanpur Central,17,CNB,Kanpur Central,18:26,18:26,1369.6,Daily,UP
SCH0000034,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,1,TVC,Thiruvananthapuram Central,06:55,06:55,0.0,Daily,DOWN
SCH0000035,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,2,QLN,Kollam Junction,08:45,09:20,65.1,Daily,DOWN
SCH0000036,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,3,SWM,Sawai Madhopur Junction,09:46,10:00,82.1,Daily,DOWN
SCH0000037,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,4,KTT,Kota Junction,13:02,13:12,189.7,Daily,DOWN
SCH0000038,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,5,BTE,Bharatpur Junction,20:09,20:43,432.2,Daily,DOWN
SCH0000039,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,6,UJN,Ujjain Junction,21:30,21:46,460.2,Daily,DOWN
SCH0000040,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,7,RTM,Ratlam Junction,00:29,00:54,556.6,Daily,DOWN
SCH0000041,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,8,GD,Gonda Junction,02:09,02:27,599.6,Daily,DOWN
SCH0000042,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,9,GKP,Gorakhpur Junction,06:47,07:26,752.0,Daily,DOWN
SCH0000043,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,10,CPJ,Kaptanganj Junction,08:32,08:45,790.7,Daily,DOWN
SCH0000044,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,11,BVC,Bhavnagar Terminus,10:27,10:58,850.7,Daily,DOWN
SCH0000045,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,12,MHV,Mahuva Junction,16:23,16:39,1042.0,Daily,DOWN
SCH0000046,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,13,SBC,KSR Bengaluru,18:17,18:49,1097.0,Daily,DOWN
SCH0000047,99670,Thiruvananthapuram Central - Mysuru Junction Goods,Goods,TVC,Thiruvananthapuram Central,MYS,Mysuru Junction,14,MYS,Mysuru Junction,22:46,22:46,1235.5,Daily,DOWN
SCH0000048,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,1,KIR,Katihar Junction,10:57,10:57,0.0,Daily,UP
SCH0000049,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,2,NJP,New Jalpaiguri,13:16,13:19,103.4,Daily,UP
SCH0000050,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,3,GHY,Guwahati,22:25,22:32,510.6,Daily,UP
SCH0000051,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,4,DBRG,Dibrugarh,07:34,07:38,916.1,Daily,UP
SCH0000052,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,5,ALJN,Aligarh Junction,08:02,08:11,935.1,Daily,UP
SCH0000053,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,6,CNB,Kanpur Central,15:04,15:07,1244.2,Daily,UP
SCH0000054,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,7,PRYJ,Prayagraj Junction,19:28,19:36,1438.7,Daily,UP
SCH0000055,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,8,MZP,Mirzapur,21:38,21:41,1528.1,Daily,UP
SCH0000056,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,9,MAS,MGR Chennai Central,23:10,23:14,1594.1,Daily,UP
SCH0000057,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,10,AJJ,Arakkonam Junction,00:48,00:52,1662.6,Daily,UP
SCH0000058,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,11,BNDA,Banda Junction,01:29,01:38,1690.6,Daily,UP
SCH0000059,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,12,MKP,Manikpur Junction,04:25,04:35,1813.2,Daily,UP
SCH0000060,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,13,NGP,Nagpur Junction,05:27,05:35,1852.2,Daily,UP
SCH0000061,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,14,WR,Wardha Junction,07:17,07:27,1931.1,Daily,UP
SCH0000062,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,15,GWL,Gwalior Junction,08:35,08:41,1981.1,Daily,UP
SCH0000063,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,16,JHS,Virangana Lakshmibai Jhansi,10:54,11:03,2078.9,Daily,UP
SCH0000064,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,17,DAWN,Dakshineswar,11:58,12:08,2119.9,Daily,UP
SCH0000065,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,18,NOAP,Noapara,12:11,12:20,2124.0,Daily,UP
SCH0000066,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,19,KAVI,Kavi Subhash,13:04,13:12,2155.4,Daily,UP
SCH0000067,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,20,DNR,Danapur,13:58,14:06,2187.4,Daily,UP
SCH0000068,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,21,MKA,Mokama,16:03,16:13,2276.9,Daily,UP
SCH0000069,52978,Katihar Junction - Old Delhi Passenger,Passenger,KIR,Katihar Junction,DLI,Old Delhi,22,DLI,Old Delhi,17:08,17:08,2317.9,Daily,UP
SCH0000070,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,1,RJT,Rajkot Junction,09:37,09:37,0.0,Daily,UP
SCH0000071,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,2,JAM,Jamnagar,10:53,10:56,84.2,Daily,UP
SCH0000072,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,3,CPJ,Kaptanganj Junction,11:17,11:25,110.2,Daily,UP
SCH0000073,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,4,GKP,Gorakhpur Junction,12:00,12:06,148.9,Daily,UP
SCH0000074,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,5,GD,Gonda Junction,14:21,14:29,301.3,Daily,UP
SCH0000075,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,6,ROU,Rourkela Junction,15:24,15:30,367.3,Daily,UP
SCH0000076,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,7,BSP,Bilaspur Junction,18:31,18:37,575.8,Daily,UP
SCH0000077,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,8,R,Raipur Junction,20:12,20:15,687.3,Daily,UP
SCH0000078,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,9,DURG,Durg Junction,20:50,20:56,724.5,Daily,UP
SCH0000079,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,10,KUR,Khurda Road Junction,21:48,21:54,780.5,Daily,UP
SCH0000080,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,11,BBS,Bhubaneswar,22:12,22:20,800.0,Daily,UP
SCH0000081,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,12,CTC,Cuttack Junction,22:41,22:45,827.8,Daily,UP
SCH0000082,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,13,SBC,KSR Bengaluru,23:44,23:52,893.8,Daily,UP
SCH0000083,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,14,TK,Tumakuru,00:51,00:56,962.9,Daily,UP
SCH0000084,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,15,APDJ,Alipur Duar Junction,01:43,01:47,1018.9,Daily,UP
SCH0000085,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,16,NBQ,New Bongaigaon,04:09,04:16,1177.9,Daily,UP
SCH0000086,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,17,TIG,Titlagarh Junction,04:30,04:34,1190.9,Daily,UP
SCH0000087,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,18,SBP,Sambalpur Junction,07:16,07:19,1373.3,Daily,UP
SCH0000088,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,19,NDLS,New Delhi,07:52,08:00,1414.3,Daily,UP
SCH0000089,15472,Rajkot Junction - Kanpur Central Express,Express,RJT,Rajkot Junction,CNB,Kanpur Central,20,CNB,Kanpur Central,14:29,14:29,1854.8,Daily,UP
SCH0000090,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,1,DBG,Darbhanga Junction,15:17,15:17,0.0,Daily,DOWN
SCH0000091,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,2,SPJ,Samastipur Junction,15:44,15:49,37.1,Daily,DOWN
SCH0000092,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,3,JSME,Jasidih Junction,16:07,16:11,62.1,Daily,DOWN
SCH0000093,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,4,ASN,Asansol Junction,17:29,17:34,172.9,Daily,DOWN
SCH0000094,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,5,DHN,Dhanbad Junction,18:15,18:17,231.8,Daily,DOWN
SCH0000095,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,6,KTH,Katrasgarh,18:40,18:43,264.5,Daily,DOWN
SCH0000096,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,7,RNC,Ranchi Junction,19:29,19:35,330.5,Daily,DOWN
SCH0000097,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,8,MURI,Muri Junction,20:21,20:25,391.3,Daily,DOWN
SCH0000098,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,9,ASK,Arsikere Junction,21:00,21:03,437.3,Daily,DOWN
SCH0000099,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,10,MYS,Mysuru Junction,22:50,22:56,584.5,Daily,DOWN
SCH0000100,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,11,SBC,KSR Bengaluru,00:36,00:41,723.0,Daily,DOWN
SCH0000101,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,12,TK,Tumakuru,01:30,01:33,792.1,Daily,DOWN
SCH0000102,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,13,BRC,Vadodara Junction,01:58,02:00,823.1,Daily,DOWN
SCH0000103,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,14,ADI,Ahmedabad Junction,03:09,03:14,922.9,Daily,DOWN
SCH0000104,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,15,UBL,SSS Hubballi Junction,03:40,03:44,958.9,Daily,DOWN
SCH0000105,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,16,BGM,Belagavi,05:21,05:25,1100.9,Daily,DOWN
SCH0000106,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,17,PURI,Puri,05:56,06:00,1146.9,Daily,DOWN
SCH0000107,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,18,BBS,Bhubaneswar,06:45,06:51,1210.0,Daily,DOWN
SCH0000108,12828,Darbhanga Junction - Khurda Road Junction Superfast Express,Superfast,DBG,Darbhanga Junction,KUR,Khurda Road Junction,19,KUR,Khurda Road Junction,07:02,07:02,1229.5,Daily,DOWN
SCH0000109,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,1,DLI,Old Delhi,22:19,22:19,0.0,Daily,UP
SCH0000110,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,2,GZB,Ghaziabad Junction,22:36,22:41,20.3,Daily,UP
SCH0000111,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,3,TATA,Tatanagar Junction,23:00,23:08,44.3,Daily,UP
SCH0000112,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,4,CKP,Chakradharpur,00:01,00:05,106.4,Daily,UP
SCH0000113,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,5,ET,Itarsi Junction,00:37,00:44,141.4,Daily,UP
SCH0000114,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,6,BPL,Bhopal Junction,02:02,02:09,233.5,Daily,UP
SCH0000115,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,7,UJN,Ujjain Junction,04:53,04:57,416.7,Daily,UP
SCH0000116,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,8,RTM,Ratlam Junction,06:22,06:30,513.1,Daily,UP
SCH0000117,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,9,MZP,Mirzapur,07:22,07:28,570.1,Daily,UP
SCH0000118,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,10,PRYJ,Prayagraj Junction,08:44,08:48,659.5,Daily,UP
SCH0000119,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,11,CNB,Kanpur Central,11:39,11:44,854.0,Daily,UP
SCH0000120,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,12,ALJN,Aligarh Junction,16:14,16:21,1163.1,Daily,UP
SCH0000121,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,13,TPJ,Tiruchchirappalli Junction,16:47,16:52,1195.1,Daily,UP
SCH0000122,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,14,VM,Villupuram Junction,19:31,19:37,1373.5,Daily,UP
SCH0000123,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,15,AGC,Agra Cantt,20:44,20:48,1450.5,Daily,UP
SCH0000124,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,16,ETW,Etawah Junction,22:51,22:56,1586.7,Daily,UP
SCH0000125,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,17,NGP,Nagpur Junction,23:24,23:31,1616.7,Daily,UP
SCH0000126,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,18,G,Gondia Junction,01:24,01:27,1746.5,Daily,UP
SCH0000127,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,19,BUI,Ballia,02:10,02:14,1797.5,Daily,UP
SCH0000128,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,20,BSB,Varanasi Junction,04:15,04:22,1935.7,Daily,UP
SCH0000129,16430,Old Delhi - Firozpur Cantt Express,Express,DLI,Old Delhi,FZR,Firozpur Cantt,21,FZR,Firozpur Cantt,05:03,05:03,1980.7,Daily,UP
SCH0000130,17338,Tirunelveli Junction - Ujjain Junction Premium Express,Premium,TEN,Tirunelveli Junction,UJN,Ujjain Junction,1,TEN,Tirunelveli Junction,05:54,05:54,0.0,"Tri-Weekly (Tue,Fri,Sun)",DOWN
SCH0000131,17338,Tirunelveli Junction - Ujjain Junction Premium Express,Premium,TEN,Tirunelveli Junction,UJN,Ujjain Junction,2,MDU,Madurai Junction,07:37,07:40,157.0,"Tri-Weekly (Tue,Fri,Sun)",DOWN
SCH0000132,17338,Tirunelveli Junction - Ujjain Junction Premium Express,Premium,TEN,Tirunelveli Junction,UJN,Ujjain Junction,3,VM,Villupuram Junction,08:26,08:30,228.0,"Tri-Weekly (Tue,Fri,Sun)",DOWN
SCH0000133,17338,Tirunelveli Junction - Ujjain Junction Premium Express,Premium,TEN,Tirunelveli Junction,UJN,Ujjain Junction,4,TPJ,Tiruchchirappalli Junction,10:30,10:33,406.4,"Tri-Weekly (Tue,Fri,Sun)",DOWN
SCH0000134,17338,Tirunelveli Junction - Ujjain Junction Premium Express,Premium,TEN,Tirunelveli Junction,UJN,Ujjain Junction,5,RTM,Ratlam Junction,10:47,10:50,422.4,"Tri-Weekly (Tue,Fri,Sun)",DOWN
SCH0000135,17338,Tirunelveli Junction - Ujjain Junction Premium Express,Premium,TEN,Tirunelveli Junction,UJN,Ujjain Junction,6,UJN,Ujjain Junction,11:56,11:56,518.8,"Tri-Weekly (Tue,Fri,Sun)",DOWN
SCH0000136,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,1,TEL,Tenali Junction,11:14,11:14,0.0,Daily,UP
SCH0000137,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,2,GNT,Guntur Junction,11:39,11:47,25.4,Daily,UP
SCH0000138,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,3,QLN,Kollam Junction,12:15,12:23,57.4,Daily,UP
SCH0000139,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,4,TVC,Thiruvananthapuram Central,13:17,13:23,122.5,Daily,UP
SCH0000140,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,5,TPJ,Tiruchchirappalli Junction,13:51,13:58,157.5,Daily,UP
SCH0000141,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,6,VM,Villupuram Junction,16:37,16:45,335.9,Daily,UP
SCH0000142,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,7,LDH,Ludhiana Junction,17:47,17:55,403.9,Daily,UP
SCH0000143,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,8,UMB,Ambala Cantt,19:34,19:41,517.7,Daily,UP
SCH0000144,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,9,LMP,Lakhimpur,19:53,20:00,529.7,Daily,UP
SCH0000145,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,10,MLN,Mailani Junction,21:27,21:34,625.8,Daily,UP
SCH0000146,15058,Tenali Junction - Darbhanga Junction Express,Express,TEL,Tenali Junction,DBG,Darbhanga Junction,11,RNC,Ranchi Junction,21:54,21:57,647.8,Daily,UP
