block_window_id,corridor_id,block_date,window_start,window_end,available_duration_min,availability_status,source
COA000044,C00027,2025-06-29,08:43,09:13,30,Restricted,COA synthetic availability
COA000045,C00085,2025-06-13,01:10,01:54,44,Available,COA synthetic availability
COA000046,C00049,2025-06-14,14:27,15:00,33,Available,COA synthetic availability
COA000047,C00011,2025-06-05,09:20,10:08,48,Available,COA synthetic availability
COA000048,C00068,2025-06-15,04:19,06:16,117,Available,COA synthetic availability
COA000049,C00077,2025-06-26,01:28,03:01,93,Available,COA synthetic availability
COA000050,C00004,2025-06-11,17:18,18:30,72,Available,COA synthetic availability
COA000051,C00095,2025-06-06,08:30,10:53,143,Available,COA synthetic availability
COA000052,C00020,2025-06-25,14:18,15:22,64,Available,COA synthetic availability
COA000053,C00030,2025-06-20,16:10,16:44,34,Available,COA synthetic availability
COA000054,C00080,2025-06-02,17:26,20:06,160,Available,COA synthetic availability
COA000055,C00099,2025-06-08,04:14,05:50,96,Restricted,COA synthetic availability
COA000056,C00011,2025-06-13,11:43,13:19,96,Available,COA synthetic availability
COA000057,C00011,2025-06-11,01:22,02:36,74,Available,COA synthetic availability
COA000058,C00081,2025-06-13,11:31,12:42,71,Available,COA synthetic availability
COA000059,C00089,2025-06-23,02:14,04:59,165,Available,COA synthetic availability
COA000060,C00092,2025-06-17,08:35,09:44,69,Available,COA synthetic availability
COA000061,C00090,2025-06-11,07:51,09:49,118,Available,COA synthetic availability
COA000062,C00088,2025-06-13,06:21,08:45,144,Available,COA synthetic availability
COA000063,C00085,2025-06-07,06:04,08:08,124,Available,COA synthetic availability
COA000064,C00008,2025-06-23,02:00,03:20,80,Available,COA synthetic availability
COA000065,C00079,2025-06-15,04:06,05:48,102,Available,COA synthetic availability
COA000066,C00001,2025-06-03,18:04,19:35,91,Available,COA synthetic availability
COA000067,C00028,2025-06-09,15:35,16:24,49,Available,COA synthetic availability
COA000068,C00023,2025-06-01,06:59,09:49,170,Available,COA synthetic availability
COA000069,C00056,2025-06-09,09:19,11:36,137,Available,COA synthetic availability
COA000070,C00051,2025-06-11,15:21,17:20,119,Available,COA synthetic availability
COA000071,C00034,2025-06-10,17:18,19:36,138,Available,COA synthetic availability
COA000072,C00072,2025-06-15,15:58,18:29,151,Available,COA synthetic availability
COA000073,C00059,2025-06-16,06:58,09:24,146,Available,COA synthetic availability
COA000074,C00049,2025-06-13,15:28,17:54,146,Available,COA synthetic availability
COA000075,C00053,2025-06-14,02:05,03:49,104,Available,COA synthetic availability
COA000076,C00060,2025-06-18,18:11,19:36,85,Available,COA synthetic availability
COA000077,C00048,2025-06-23,11:45,13:56,131,Restricted,COA synthetic availability
COA000078,C00026,2025-06-20,13:59,16:26,147,Available,COA synthetic availability
COA000079,C00042,2025-06-18,03:47,04:24,37,Available,COA synthetic availability
COA000080,C00066,2025-06-05,18:44,21:21,157,Available,COA synthetic availability
COA000081,C00019,2025-06-25,06:09,08:52,163,Available,COA synthetic availability
COA000082,C00031,2025-06-08,02:46,03:56,70,Available,COA synthetic availability
COA000083,C00089,2025-06-04,13:42,14:42,60,Available,COA synthetic availability
COA000084,C00003,2025-06-01,00:43,02:09,86,Available,COA synthetic availability
COA000085,C00039,2025-06-05,01:49,02:42,53,Available,COA synthetic availability
COA000086,C00081,2025-06-10,00:35,03:20,165,Restricted,COA synthetic availability
COA000087,C00100,2025-06-28,01:20,02:47,87,Available,COA synthetic availability
COA000088,C00047,2025-06-29,18:36,20:24,108,Available,COA synthetic availability
COA000089,C00049,2025-06-15,11:15,12:08,53,Available,COA synthetic availability
COA000090,C00065,2025-06-15,11:07,13:28,141,Available,COA synthetic availability
COA000091,C00043,2025-06-14,18:03,18:46,43,Available,COA synthetic availability
COA000092,C00009,2025-06-02,10:37,12:00,83,Available,COA synthetic availability
COA000093,C00007,2025-06-10,05:24,08:16,172,Available,COA synthetic availability
COA000094,C00039,2025-06-12,00:42,03:32,170,Available,COA synthetic availability
COA000095,C00050,2025-06-21,08:58,10:11,73,Available,COA synthetic availability
COA000096,C00034,2025-06-07,14:52,16:21,89,Available,COA synthetic availability
COA000097,C00029,2025-06-19,09:06,10:12,66,Available,COA synthetic availability
COA000098,C00024,2025-06-19,11:47,13:03,76,Available,COA synthetic availability
COA000099,C00060,2025-06-28,17:36,18:23,47,Available,COA synthetic availability
COA000100,C00004,2025-06-06,09:17,12:16,179,Available,COA synthetic availability
COA000101,C00056,2025-06-26,14:37,15:46,69,Restricted,COA synthetic availability
COA000102,C00040,2025-06-22,16:37,18:41,124,Available,COA synthetic availability
COA000103,C00006,2025-06-23,09:21,10:46,85,Available,COA synthetic availability
COA000104,C00037,2025-06-10,17:39,20:35,176,Available,COA synthetic availability
COA000105,C00007,2025-06-01,18:46,20:49,123,Available,COA synthetic availability
COA000106,C00032,2025-06-07,09:16,11:53,157,Available,COA synthetic availability
COA000107,C00032,2025-06-26,03:56,04:33,37,Available,COA synthetic availability
COA000108,C00021,2025-06-17,06:32,09:06,154,Available,COA synthetic availability
COA000109,C00024,2025-06-26,05:03,07:01,118,Available,COA synthetic availability
COA000110,C00062,2025-06-05,02:43,05:28,165,Available,COA synthetic availability
COA000111,C00019,2025-06-29,09:29,12:05,156,Available,COA synthetic availability
COA000112,C00027,2025-06-03,19:02,19:47,45,Available,COA synthetic availability
COA000113,C00044,2025-06-14,00:48,02:25,97,Available,COA synthetic availability
COA000114,C00075,2025-06-22,03:42,04:27,45,Available,COA synthetic availability
COA000115,C00031,2025-06-09,08:21,09:14,53,Available,COA synthetic availability
COA000116,C00041,2025-06-22,02:19,04:18,119,Available,COA synthetic availability
COA000117,C00053,2025-06-27,05:45,08:22,157,Available,COA synthetic availability
COA000118,C00097,2025-06-03,16:28,17:42,74,Available,COA synthetic availability
COA000119,C00003,2025-06-02,16:37,19:11,154,Available,COA synthetic availability
COA000120,C00084,2025-06-21,06:55,07:59,64,Available,COA synthetic availability
COA000121,C00068,2025-06-02,19:16,21:20,124,Available,COA synthetic availability
COA000122,C00044,2025-06-25,06:47,08:00,73,Available,COA synthetic availability
COA000123,C00065,2025-06-16,16:06,17:23,77,Available,COA synthetic availability
COA000124,C00081,2025-06-03,03:01,05:18,137,Available,COA synthetic availability
COA000125,C00079,2025-06-19,19:31,21:06,95,Available,COA synthetic availability
COA000126,C00052,2025-06-16,01:15,03:13,118,Available,COA synthetic availability
COA000127,C00013,2025-06-30,13:13,14:10,57,Available,COA synthetic availability
COA000128,C00026,2025-06-13,16:34,17:39,65,Restricted,COA synthetic availability
COA000129,C00058,2025-06-15,04:08,05:41,93,Available,COA synthetic availability
COA000130,C00073,2025-06-02,10:16,11:49,93,Available,COA synthetic availability
COA000131,C00076,2025-06-29,07:54,08:55,61,Restricted,COA synthetic availability
COA000132,C00052,2025-06-12,14:15,16:15,120,Available,COA synthetic availability
COA000133,C00094,2025-06-04,17:16,18:13,57,Available,COA synthetic availability
COA000134,C00096,2025-06-24,00:00,01:20,80,Restricted,COA synthetic availability
COA000135,C00084,2025-06-02,11:55,13:15,80,Available,COA synthetic availability
COA000136,C00023,2025-06-02,10:04,11:50,106,Available,COA synthetic availability
COA000137,C00048,2025-06-15,00:27,01:30,63,Available,COA synthetic availability
COA000138,C00002,2025-06-12,16:01,16:32,31,Available,COA synthetic availability
COA000139,C00093,2025-06-25,10:08,11:25,77,Available,COA synthetic availability
COA000140,C00048,2025-06-05,08:38,11:14,156,Available,COA synthetic availability
COA000141,C00091,2025-06-01,14:47,17:04,137,Available,COA synthetic availability
COA000142,C00039,2025-06-13,18:45,20:22,97,Available,COA synthetic availability
COA000143,C00035,2025-06-11,15:12,17:44,152,Available,COA synthetic availability
COA000144,C00051,2025-06-01,06:55,09:47,172,Available,COA synthetic availability
COA000145,C00090,2025-06-04,16:51,17:54,63,Available,COA synthetic availability
COA000146,C00060,2025-06-19,17:19,18:43,84,Available,COA synthetic availability
COA000147,C00050,2025-06-01,19:14,20:49,95,Available,COA synthetic availability
COA000148,C00087,2025-06-21,10:10,10:57,47,Available,COA synthetic availability
COA000149,C00028,2025-06-30,17:36,18:11,35,Available,COA synthetic availability
COA000150,C00087,2025-06-29,05:19,07:45,146,Available,COA synthetic availability
COA000151,C00064,2025-06-22,17:08,20:07,179,Available,COA synthetic availability
COA000152,C00051,2025-06-22,01:32,02:56,84,Restricted,COA synthetic availability
COA000153,C00051,2025-06-29,10:46,12:16,90,Available,COA synthetic availability
COA000154,C00095,2025-06-27,07:50,09:13,83,Available,COA synthetic availability
COA000155,C00043,2025-06-20,00:32,01:52,80,Restricted,COA synthetic availability
COA000156,C00064,2025-06-30,03:09,04:12,63,Available,COA synthetic availability
COA000157,C00080,2025-06-30,18:39,21:31,172,Available,COA synthetic availability
COA000158,C00095,2025-06-30,06:48,08:15,87,Available,COA synthetic availability
COA000159,C00078,2025-06-30,14:09,14:46,37,Available,COA synthetic availability
COA000160,C00035,2025-06-02,12:06,13:05,59,Available,COA synthetic availability
COA000161,C00086,2025-06-01,00:29,01:28,59,Available,COA synthetic availability
COA000162,C00021,2025-06-03,08:16,08:48,32,Available,COA synthetic availability
COA000163,C00024,2025-06-01,04:02,05:40,98,Available,COA synthetic availability
COA000164,C00017,2025-06-11,00:04,01:47,103,Available,COA synthetic availability
COA000165,C00080,2025-06-22,06:44,09:10,146,Available,COA synthetic availability
COA000166,C00058,2025-06-01,09:49,10:58,69,Available,COA synthetic availability
COA000167,C00058,2025-06-01,04:16,06:02,106,Available,COA synthetic availability
COA000168,C00004,2025-06-05,11:46,12:19,33,Available,COA synthetic availability
COA000169,C00062,2025-06-01,01:38,04:03,145,Available,COA synthetic availability
COA000170,C00060,2025-06-01,11:59,14:02,123,Available,COA synthetic availability
COA000171,C00075,2025-06-17,06:18,07:13,55,Available,COA synthetic availability
COA000172,C00013,2025-06-08,13:56,15:29,93,Restricted,COA synthetic availability
COA000173,C00032,2025-06-23,08:07,09:50,103,Available,COA synthetic availability
COA000174,C00031,2025-06-11,18:11,18:42,31,Restricted,COA synthetic availability
COA000175,C00039,2025-06-14,06:06,08:49,163,Available,COA synthetic availability
COA000176,C00013,2025-06-23,03:51,04:43,52,Available,COA synthetic availability
COA000177,C00040,2025-06-28,09:31,12:08,157,Available,COA synthetic availability
COA000178,C00060,2025-06-25,10:44,12:07,83,Available,COA synthetic availability
COA000179,C00082,2025-06-27,10:59,13:44,165,Available,COA synthetic availability
COA000180,C00095,2025-06-29,04:59,07:33,154,Available,COA synthetic availability
COA000181,C00078,2025-06-01,09:20,10:55,95,Available,COA synthetic availability
COA000182,C00083,2025-06-21,05:39,07:10,91,Available,COA synthetic availability
COA000183,C00026,2025-06-19,01:44,04:05,141,Available,COA synthetic availability
COA000184,C00077,2025-06-10,11:29,12:45,76,Restricted,COA synthetic availability
COA000185,C00003,2025-06-14,13:27,14:53,86,Available,COA synthetic availability
COA000186,C00012,2025-06-29,03:51,05:23,92,Available,COA synthetic availability
COA000187,C00036,2025-06-21,01:22,04:02,160,Available,COA synthetic availability
COA000188,C00071,2025-06-24,07:13,09:52,159,Available,COA synthetic availability
COA000189,C00041,2025-06-24,04:13,06:52,159,Available,COA synthetic availability
COA000190,C00042,2025-06-10,09:49,12:01,132,Available,COA synthetic availability
COA000191,C00048,2025-06-27,02:03,04:34,151,Available,COA synthetic availability
COA000192,C00024,2025-06-01,00:31,02:14,103,Available,COA synthetic availability
COA000193,C00076,2025-06-30,07:50,09:34,104,Available,COA synthetic availability
COA000194,C00015,2025-06-08,11:06,12:20,74,Available,COA synthetic availability
COA000195,C00039,2025-06-19,16:58,19:19,141,Available,COA synthetic availability
COA000196,C00003,2025-06-13,11:18,13:19,121,Available,COA synthetic availability
COA000197,C00049,2025-06-19,19:01,19:43,42,Available,COA synthetic availability
COA000198,C00018,2025-06-11,02:38,04:19,101,Available,COA synthetic availability
COA000199,C00044,2025-06-04,07:43,08:38,55,Available,COA synthetic availability
COA000200,C00053,2025-06-18,14:42,17:13,151,Available,COA synthetic availability
COA000201,C00073,2025-06-12,15:27,17:32,125,Available,COA synthetic availability
COA000202,C00065,2025-06-16,06:09,07:04,55,Available,COA synthetic availability
COA000203,C00091,2025-06-01,13:06,15:49,163,Available,COA synthetic availability
COA000204,C00044,2025-06-25,11:17,12:33,76,Available,COA synthetic availability
COA000205,C00042,2025-06-18,17:56,19:44,108,Available,COA synthetic availability
COA000206,C00072,2025-06-23,05:51,06:36,45,Available,COA synthetic availability
COA000207,C00015,2025-06-29,10:20,13:01,161,Available,COA synthetic availability
COA000208,C00070,2025-06-05,14:22,14:56,34,Available,COA synthetic availability
COA000209,C00036,2025-06-21,15:33,17:33,120,Available,COA synthetic availability
COA000210,C00016,2025-06-29,02:14,03:34,80,Available,COA synthetic availability
COA000211,C00053,2025-06-12,10:38,11:11,33,Available,COA synthetic availability
COA000212,C00054,2025-06-17,15:58,17:02,64,Available,COA synthetic availability
COA000213,C00013,2025-06-09,07:38,10:09,151,Available,COA synthetic availability
COA000214,C00075,2025-06-05,03:17,05:44,147,Available,COA synthetic availability
COA000215,C00087,2025-06-23,05:21,06:51,90,Available,COA synthetic availability
COA000216,C00097,2025-06-20,07:55,10:35,160,Available,COA synthetic availability
COA000217,C00068,2025-06-09,10:06,11:12,66,Available,COA synthetic availability
COA000218,C00030,2025-06-06,06:33,08:50,137,Available,COA synthetic availability
COA000219,C00025,2025-06-29,09:10,11:15,125,Available,COA synthetic availability
COA000220,C00062,2025-06-16,01:21,03:31,130,Available,COA synthetic availability
COA000221,C00062,2025-06-30,01:07,01:48,41,Available,COA synthetic availability
COA000222,C00065,2025-06-16,15:27,16:33,66,Available,COA synthetic availability
COA000223,C00030,2025-06-10,04:26,06:39,133,Available,COA synthetic availability
COA000224,C00004,2025-06-13,14:33,16:26,113,Available,COA synthetic availability
COA000225,C00033,2025-06-04,15:11,16:16,65,Available,COA synthetic availability
COA000226,C00056,2025-06-14,03:49,04:49,60,Available,COA synthetic availability
COA000227,C00011,2025-06-13,14:49,15:48,59,Available,COA synthetic availability
COA000228,C00089,2025-06-08,18:25,19:38,73,Available,COA synthetic availability
COA000229,C00002,2025-06-11,08:40,11:07,147,Available,COA synthetic availability
COA000230,C00083,2025-06-07,10:27,13:21,174,Restricted,COA synthetic availability
COA000231,C00015,2025-06-14,05:36,07:59,143,Available,COA synthetic availability
COA000232,C00006,2025-06-05,01:47,02:17,30,Restricted,COA synthetic availability
COA000233,C00099,2025-06-09,11:31,12:21,50,Restricted,COA synthetic availability
COA000234,C00087,2025-06-29,02:59,05:57,178,Available,COA synthetic availability
COA000235,C00015,2025-06-22,18:11,21:04,173,Available,COA synthetic availability
COA000236,C00070,2025-06-19,03:48,04:51,63,Available,COA synthetic availability
COA000237,C00090,2025-06-09,08:37,11:34,177,Available,COA synthetic availability
COA000238,C00039,2025-06-15,05:42,07:59,137,Available,COA synthetic availability
COA000239,C00045,2025-06-22,11:36,13:24,108,Available,COA synthetic availability
COA000240,C00013,2025-06-12,10:23,11:42,79,Available,COA synthetic availability
COA000241,C00026,2025-06-07,16:32,19:04,152,Available,COA synthetic availability
COA000242,C00010,2025-06-19,06:45,07:38,53,Available,COA synthetic availability
COA000243,C00008,2025-06-09,10:05,10:40,35,Available,COA synthetic availability
COA000244,C00070,2025-06-15,02:42,03:45,63,Available,COA synthetic availability
COA000245,C00004,2025-06-14,07:29,08:29,60,Available,COA synthetic availability
COA000246,C00087,2025-06-28,08:13,09:40,87,Available,COA synthetic availability
COA000247,C00020,2025-06-29,07:47,10:10,143,Available,COA synthetic availability
COA000248,C00064,2025-06-13,05:20,07:27,127,Available,COA synthetic availability
COA000249,C00055,2025-06-11,18:27,21:00,153,Available,COA synthetic availability
COA000250,C00065,2025-06-21,11:25,14:18,173,Available,COA synthetic availability
COA000251,C00042,2025-06-23,07:37,09:13,96,Available,COA synthetic availability
COA000252,C00057,2025-06-08,09:01,10:00,59,Available,COA synthetic availability
COA000253,C00063,2025-06-06,09:43,11:49,126,Available,COA synthetic availability
COA000254,C00094,2025-06-07,15:36,18:19,163,Available,COA synthetic availability
COA000255,C00099,2025-06-13,14:53,16:12,79,Available,COA synthetic availability
COA000256,C00013,2025-06-05,13:48,16:43,175,Available,COA synthetic availability
COA000257,C00043,2025-06-26,18:19,20:09,110,Available,COA synthetic availability
COA000258,C00010,2025-06-27,00:04,00:44,40,Restricted,COA synthetic availability
COA000259,C00092,2025-06-12,11:49,12:35,46,Available,COA synthetic availability
COA000260,C00053,2025-06-26,04:52,06:42,110,Available,COA synthetic availability
COA000261,C00058,2025-06-17,19:29,21:57,148,Available,COA synthetic availability
COA000262,C00021,2025-06-24,18:12,20:04,112,Available,COA synthetic availability
COA000263,C00060,2025-06-14,08:18,09:50,92,Available,COA synthetic availability
COA000264,C00020,2025-06-16,04:11,05:48,97,Available,COA synthetic availability
COA000265,C00003,2025-06-11,12:15,12:49,34,Available,COA synthetic availability
COA000266,C00032,2025-06-08,18:53,20:32,99,Available,COA synthetic availability
COA000267,C00049,2025-06-03,02:33,03:24,51,Available,COA synthetic availability
COA000268,C00043,2025-06-18,15:23,17:38,135,Restricted,COA synthetic availability
COA000269,C00016,2025-06-28,11:41,12:46,65,Available,COA synthetic availability
COA000270,C00056,2025-06-14,12:58,15:57,179,Available,COA synthetic availability
COA000271,C00069,2025-06-10,15:18,16:46,88,Available,COA synthetic availability
COA000272,C00019,2025-06-04,04:27,04:57,30,Restricted,COA synthetic availability
COA000273,C00015,2025-06-06,16:07,17:33,86,Available,COA synthetic availability
COA000274,C00014,2025-06-09,02:01,02:48,47,Available,COA synthetic availability
COA000275,C00013,2025-06-10,18:46,21:40,174,Available,COA synthetic availability
COA000276,C00040,2025-06-24,17:59,19:53,114,Available,COA synthetic availability
COA000277,C00010,2025-06-15,01:51,03:59,128,Available,COA synthetic availability
COA000278,C00042,2025-06-23,04:36,06:45,129,Available,COA synthetic availability
COA000279,C00061,2025-06-02,15:16,16:27,71,Available,COA synthetic availability
COA000280,C00061,2025-06-20,04:54,05:46,52,Available,COA synthetic availability
COA000281,C00094,2025-06-22,01:42,03:35,113,Available,COA synthetic availability
COA000282,C00002,2025-06-07,06:06,06:42,36,Available,COA synthetic availability
COA000283,C00045,2025-06-07,04:55,05:51,56,Available,COA synthetic availability
COA000284,C00074,2025-06-17,09:28,12:24,176,Available,COA synthetic availability
COA000285,C00050,2025-06-14,14:32,17:17,165,Available,COA synthetic availability
COA000286,C00074,2025-06-10,12:17,13:24,67,Available,COA synthetic availability
COA000287,C00095,2025-06-13,14:36,16:33,117,Available,COA synthetic availability
COA000288,C00077,2025-06-30,18:19,18:58,39,Available,COA synthetic availability
COA000289,C00014,2025-06-11,06:15,09:02,167,Available,COA synthetic availability
COA000290,C00009,2025-06-27,16:04,19:00,176,Available,COA synthetic availability
COA000291,C00023,2025-06-12,05:56,07:20,84,Available,COA synthetic availability
COA000292,C00060,2025-06-16,17:25,19:50,145,Available,COA synthetic availability
COA000293,C00078,2025-06-05,03:28,05:36,128,Available,COA synthetic availability
COA000294,C00091,2025-06-16,00:05,02:25,140,Available,COA synthetic availability
COA000295,C00055,2025-06-29,15:31,16:33,62,Available,COA synthetic availability
COA000296,C00041,2025-06-21,08:54,11:29,155,Available,COA synthetic availability
COA000297,C00068,2025-06-14,04:27,06:19,112,Available,COA synthetic availability
COA000298,C00065,2025-06-07,01:12,03:27,135,Available,COA synthetic availability
COA000299,C00006,2025-06-20,05:48,06:49,61,Restricted,COA synthetic availability
COA000300,C00100,2025-06-01,07:18,08:18,60,Available,COA synthetic availability
COA000301,C00013,2025-06-07,08:30,10:03,93,Available,COA synthetic availability
COA000302,C00069,2025-06-05,16:30,19:01,151,Available,COA synthetic availability
COA000303,C00092,2025-06-09,12:59,15:35,156,Restricted,COA synthetic availability
COA000304,C00051,2025-06-29,05:25,08:23,178,Restricted,COA synthetic availability
COA000305,C00012,2025-06-22,01:58,03:22,84,Available,COA synthetic availability
COA000306,C00031,2025-06-28,10:00,11:59,119,Available,COA synthetic availability
COA000307,C00038,2025-06-28,10:01,11:43,102,Available,COA synthetic availability
COA000308,C00041,2025-06-22,15:53,17:14,81,Available,COA synthetic availability
COA000309,C00014,2025-06-24,16:20,17:44,84,Available,COA synthetic availability
COA000310,C00094,2025-06-09,14:22,17:21,179,Available,COA synthetic availability
COA000311,C00005,2025-06-30,02:36,05:20,164,Available,COA synthetic availability
COA000312,C00098,2025-06-03,18:10,19:19,69,Available,COA synthetic availability
COA000313,C00097,2025-06-06,09:52,12:46,174,Available,COA synthetic availability
COA000314,C00044,2025-06-04,11:09,13:34,145,Available,COA synthetic availability
COA000315,C00008,2025-06-09,00:45,03:09,144,Available,COA synthetic availability
COA000316,C00006,2025-06-18,18:06,19:03,57,Available,COA synthetic availability
COA000317,C00060,2025-06-29,08:05,09:17,72,Available,COA synthetic availability
COA000318,C00009,2025-06-03,00:13,02:37,144,Available,COA synthetic availability
COA000319,C00073,2025-06-18,01:22,02:16,54,Available,COA synthetic availability
COA000320,C00073,2025-06-27,08:12,09:19,67,Available,COA synthetic availability
COA000321,C00095,2025-06-10,17:35,18:55,80,Restricted,COA synthetic availability
COA000322,C00009,2025-06-26,18:37,19:50,73,Available,COA synthetic availability
COA000323,C00060,2025-06-08,08:29,09:44,75,Available,COA synthetic availability
COA000324,C00070,2025-06-01,11:51,14:14,143,Available,COA synthetic availability
COA000325,C00029,2025-06-28,17:15,19:47,152,Available,COA synthetic availability
COA000326,C00001,2025-06-22,08:25,11:16,171,Available,COA synthetic availability
COA000327,C00026,2025-06-28,06:16,07:39,83,Available,COA synthetic availability
COA000328,C00066,2025-06-16,03:47,04:54,67,Available,COA synthetic availability
COA000329,C00060,2025-06-30,07:50,08:25,35,Available,COA synthetic availability
COA000330,C00038,2025-06-11,14:10,15:43,93,Available,COA synthetic availability
COA000331,C00006,2025-06-06,16:00,18:06,126,Restricted,COA synthetic availability
COA000332,C00051,2025-06-10,15:47,18:36,169,Available,COA synthetic availability
COA000333,C00029,2025-06-13,15:03,17:44,161,Available,COA synthetic availability
COA000334,C00010,2025-06-12,18:24,19:37,73,Available,COA synthetic availability
COA000335,C00057,2025-06-24,16:53,19:13,140,Available,COA synthetic availability
COA000336,C00080,2025-06-22,04:28,07:08,160,Available,COA synthetic availability
COA000337,C00089,2025-06-03,07:30,10:24,174,Available,COA synthetic availability
COA000338,C00005,2025-06-25,15:56,16:54,58,Available,COA synthetic availability
COA000339,C00085,2025-06-09,04:40,06:53,133,Available,COA synthetic availability
COA000340,C00023,2025-06-09,16:16,16:54,38,Available,COA synthetic availability
COA000341,C00052,2025-06-03,10:46,12:09,83,Available,COA synthetic availability
COA000342,C00016,2025-06-07,09:03,10:46,103,Available,COA synthetic availability
COA000343,C00029,2025-06-25,06:45,08:17,92,Available,COA synthetic availability
COA000344,C00077,2025-06-07,04:25,07:22,177,Available,COA synthetic availability
COA000345,C00032,2025-06-01,02:23,04:14,111,Available,COA synthetic availability
COA000346,C00071,2025-06-18,03:17,03:50,33,Available,COA synthetic availability
COA000347,C00002,2025-06-26,01:12,02:46,94,Available,COA synthetic availability
COA000348,C00073,2025-06-14,16:11,17:55,104,Available,COA synthetic availability
COA000349,C00075,2025-06-06,02:42,04:55,133,Available,COA synthetic availability
COA000350,C00082,2025-06-15,14:02,17:00,178,Available,COA synthetic availability
COA000351,C00004,2025-06-17,19:28,22:18,170,Restricted,COA synthetic availability
COA000352,C00053,2025-06-28,19:19,21:52,153,Available,COA synthetic availability
COA000353,C00023,2025-06-06,01:24,03:58,154,Available,COA synthetic availability
COA000354,C00003,2025-06-07,09:38,12:01,143,Available,COA synthetic availability
COA000355,C00076,2025-06-07,06:50,08:17,87,Available,COA synthetic availability
COA000356,C00033,2025-06-19,03:50,06:17,147,Available,COA synthetic availability
COA000357,C00003,2025-06-26,02:02,03:22,80,Available,COA synthetic availability
COA000358,C00039,2025-06-16,02:21,03:44,83,Restricted,COA synthetic availability
COA000359,C00100,2025-06-27,15:36,17:50,134,Available,COA synthetic availability
COA000360,C00009,2025-06-25,07:52,10:00,128,Available,COA synthetic availability
COA000361,C00095,2025-06-19,01:25,04:21,176,Available,COA synthetic availability
COA000362,C00069,2025-06-02,12:51,14:21,90,Available,COA synthetic availability
COA000363,C00007,2025-06-20,04:51,05:46,55,Available,COA synthetic availability
COA000364,C00082,2025-06-04,03:05,04:49,104,Available,COA synthetic availability
