block_request_id,task_id,asset_id,corridor_id,block_window_id,block_date,start_min,end_min,duration_min,predicted_priority,priority_category,department,possession_required,candidate_id,train_conflicts,total_conflict_duration_min,forecast_date,forecast_goods_trains,peak_period,confidence_pct,recommended_start,recommended_end,available_duration_min,optimized_utilization_pct,historical_conflict_count,historical_utilization_pct,historical_duration_min,historical_planning_method,historical_status,conflict_change,utilization_change_pct_points
BR000911,TMS001185,AST003195,C00050,COA001037,2025-06-16,893,939,46,30.02313804626465,Low,Engineering,Yes,189,0,0.0,2025-06-16,6.0,Normal,79.0,14:53,15:39,48,95.83,3.0,53.0,46.0,Manual,Completed,-3.0,42.83
BR000912,TMS001187,AST000019,C00100,COA000087,2025-06-28,80,158,78,53.65614318847656,Medium,Engineering,Yes,190,0,0.0,,0.0,,0.0,01:20,02:38,87,89.66,5.0,62.0,78.0,Manual,Completed,-5.0,27.659999999999997
BR000924,TMS001204,AST001111,C00082,COA000623,2025-06-21,965,1014,49,37.83534622192383,Low,Engineering,Yes,193,0,0.0,,0.0,,0.0,16:05,16:54,94,52.13,1.0,62.0,49.0,Manual,Completed,-1.0,-9.869999999999997
BR000939,TMS001224,AST000342,C00031,COA000897,2025-06-16,38,194,156,34.760005950927734,Low,Engineering,Yes,198,0,0.0,2025-06-16,2.0,Normal,91.0,00:38,03:14,176,88.64,1.0,68.0,156.0,Manual,Completed,-1.0,20.64
BR000943,TMS001228,AST004592,C00043,COA000027,2025-06-18,3,145,142,41.95737838745117,Medium,Engineering,Yes,199,0,0.0,,0.0,,0.0,00:03,02:25,152,93.42,3.0,60.0,142.0,Manual,Completed,-3.0,33.42
BR001020,TMS001323,AST004078,C00097,COA000216,2025-06-20,475,630,155,29.898649215698242,Low,Engineering,Yes,219,0,0.0,2025-06-20,4.0,Normal,83.0,07:55,10:30,160,96.88,1.0,69.0,155.0,Manual,Completed,-1.0,27.879999999999995
BR001043,TMS001354,AST003520,C00046,COA001429,2025-06-05,327,416,89,44.75938415527344,Medium,Engineering,Yes,223,0,0.0,,0.0,,0.0,05:27,06:56,94,94.68,2.0,64.0,89.0,Manual,Completed,-2.0,30.680000000000007
BR001068,TMS001381,AST000086,C00042,COA001128,2025-06-08,863,984,121,50.189666748046875,Medium,Engineering,Yes,226,0,0.0,,0.0,,0.0,14:23,16:24,134,90.3,2.0,69.0,121.0,Manual,Completed,-2.0,21.299999999999997
BR001077,TMS001393,AST003583,C00030,COA000218,2025-06-06,393,515,122,47.58542251586914,Medium,Engineering,Yes,230,0,0.0,2025-06-06,7.0,Normal,78.0,06:33,08:35,137,89.05,3.0,70.0,122.0,Manual,Completed,-3.0,19.049999999999997
BR001168,TMS001524,AST001009,C00077,COA001259,2025-06-09,305,371,66,43.06232452392578,Medium,Engineering,No,242,0,0.0,2025-06-09,3.0,Off-Peak,90.0,05:05,06:11,91,72.53,1.0,69.0,66.0,Manual,Completed,-1.0,3.530000000000001
BR001249,TMS001627,AST001555,C00035,COA000635,2025-06-02,911,1024,113,33.792537689208984,Low,Engineering,Yes,252,0,0.0,2025-06-02,3.0,Normal,80.0,15:11,17:04,146,77.4,2.0,74.0,113.0,Manual,Completed,-2.0,3.4000000000000057
BR001299,TMS001685,AST002951,C00034,COA001223,2025-06-11,696,857,161,17.58233642578125,Low,Engineering,Yes,265,0,0.0,2025-06-11,4.0,Normal,82.0,11:36,14:17,179,89.94,0.0,59.0,161.0,Manual,Completed,0.0,30.939999999999998
BR001347,TMS001744,AST003986,C00001,COA000326,2025-06-22,505,632,127,31.41425895690918,Low,Engineering,Yes,272,0,0.0,2025-06-22,5.0,Normal,85.0,08:25,10:32,171,74.27,1.0,85.0,127.0,Manual,Completed,-1.0,-10.730000000000004
BR001350,TMS001748,AST005115,C00015,COA001123,2025-06-19,905,1012,107,62.82112503051758,High,Engineering,Yes,276,0,0.0,,0.0,,0.0,15:05,16:52,165,64.85,1.0,52.0,107.0,Manual,Completed,-1.0,12.849999999999994
BR001516,TMS001957,AST000343,C00042,COA000788,2025-06-09,627,700,73,27.895862579345703,Low,Engineering,Yes,300,0,0.0,2025-06-09,6.0,Normal,84.0,10:27,11:40,134,54.48,2.0,65.0,73.0,Manual,Completed,-2.0,-10.520000000000003
BR001546,TMS001994,AST001052,C00092,COA000589,2025-06-17,54,113,59,66.90011596679688,High,Engineering,Yes,314,0,0.0,2025-06-17,3.0,Peak,82.0,00:54,01:53,137,43.07,3.0,85.0,59.0,Manual,Completed,-3.0,-41.93
BR001564,TMS002025,AST001818,C00097,COA001295,2025-06-27,411,546,135,59.10942077636719,Medium,Engineering,Yes,318,0,0.0,,0.0,,0.0,06:51,09:06,145,93.1,1.0,81.0,135.0,Manual,Completed,-1.0,12.099999999999994
BR001570,TMS002031,AST000997,C00023,COA000947,2025-06-12,1037,1071,34,31.043508529663086,Low,Engineering,No,322,0,0.0,2025-06-12,5.0,Normal,74.0,17:17,17:51,169,20.12,3.0,55.0,34.0,Manual,Completed,-3.0,-34.879999999999995
BR001588,TMS002053,AST005113,C00035,COA001250,2025-06-19,622,664,42,28.56853675842285,Low,Engineering,Yes,327,0,0.0,,0.0,,0.0,10:22,11:04,102,41.18,1.0,70.0,42.0,Manual,Completed,-1.0,-28.82
BR001644,TMS002124,AST005233,C00026,COA000977,2025-06-28,1039,1110,71,35.898990631103516,Low,Engineering,Yes,338,0,0.0,,0.0,,0.0,17:19,18:30,109,65.14,2.0,47.0,71.0,Manual,Completed,-2.0,18.14
BR001784,TMS002301,AST000452,C00013,COA000620,2025-06-12,378,517,139,71.52735137939453,High,Engineering,Yes,352,0,0.0,2025-06-12,4.0,Off-Peak,95.0,06:18,08:37,139,100.0,2.0,75.0,139.0,Manual,Completed,-2.0,25.0
BR001814,TMS002337,AST001427,C00063,COA000911,2025-06-12,429,476,47,29.5369930267334,Low,Engineering,Yes,356,0,0.0,2025-06-12,12.0,Normal,73.0,07:09,07:56,103,45.63,2.0,85.0,47.0,Manual,Completed,-2.0,-39.37
BR001848,TMS002383,AST005270,C00052,COA000341,2025-06-03,646,678,32,40.626731872558594,Medium,Engineering,Yes,362,0,0.0,,0.0,,0.0,10:46,11:18,83,38.55,1.0,74.0,32.0,Manual,Completed,-1.0,-35.45
BR001970,TMS002537,AST000202,C00023,COA001111,2025-06-08,519,581,62,37.67305374145508,Low,Engineering,No,387,0,0.0,,0.0,,0.0,08:39,09:41,165,37.58,0.0,52.0,62.0,Manual,Completed,0.0,-14.420000000000002
BR001979,TMS002549,AST002998,C00058,COA000043,2025-06-30,1065,1107,42,37.659584045410156,Low,Engineering,No,389,0,0.0,,0.0,,0.0,17:45,18:27,96,43.75,2.0,61.0,42.0,Manual,Completed,-2.0,-17.25
BR001985,TMS002555,AST000013,C00001,COA000785,2025-06-03,1184,1270,86,41.69219970703125,Medium,Engineering,Yes,391,0,0.0,,0.0,,0.0,19:44,21:10,125,68.8,1.0,82.0,86.0,Manual,Completed,-1.0,-13.200000000000003
BR002038,TMS002630,AST001943,C00079,COA000125,2025-06-19,1171,1231,60,18.972074508666992,Low,Engineering,Yes,399,0,0.0,,0.0,,0.0,19:31,20:31,95,63.16,1.0,84.0,60.0,Manual,Completed,-1.0,-20.840000000000003
BR002049,TMS002642,AST000833,C00060,COA000578,2025-06-06,44,152,108,27.841440200805664,Low,Engineering,Yes,400,0,0.0,,0.0,,0.0,00:44,02:32,152,71.05,0.0,56.0,108.0,Manual,Completed,0.0,15.049999999999997
BR002082,TMS002684,AST002933,C00023,COA001201,2025-06-24,564,661,97,40.5394287109375,Medium,Engineering,Yes,405,0,0.0,2025-06-24,5.0,Normal,91.0,09:24,11:01,142,68.31,2.0,63.0,97.0,Manual,Completed,-2.0,5.310000000000002
BR002099,TMS002705,AST002803,C00013,COA000240,2025-06-12,623,701,78,78.09130859375,High,Engineering,Yes,411,0,0.0,2025-06-12,4.0,Off-Peak,95.0,10:23,11:41,79,98.73,1.0,75.0,78.0,Manual,Completed,-1.0,23.730000000000004
BR002137,TMS002761,AST001071,C00058,COA001024,2025-06-02,247,300,53,57.41082000732422,Medium,Engineering,Yes,419,0,0.0,,0.0,,0.0,04:07,05:00,92,57.61,0.0,55.0,53.0,Manual,Completed,0.0,2.6099999999999994
BR002155,TMS002781,AST000091,C00012,COA000475,2025-06-16,758,802,44,24.784048080444336,Low,Engineering,Yes,423,0,0.0,2025-06-16,8.0,Off-Peak,79.0,12:38,13:22,173,25.43,1.0,45.0,44.0,Manual,Completed,-1.0,-19.57
BR002192,TMS002826,AST003510,C00060,COA000838,2025-06-12,330,382,52,54.53652572631836,Medium,Engineering,Yes,438,0,0.0,2025-06-12,5.0,Normal,71.0,05:30,06:22,146,35.62,0.0,84.0,52.0,Manual,Completed,0.0,-48.38
BR002195,TMS002830,AST004532,C00090,COA001489,2025-06-25,646,695,49,31.555673599243164,Low,Engineering,No,442,0,0.0,,0.0,,0.0,10:46,11:35,76,64.47,3.0,67.0,49.0,Manual,Completed,-3.0,-2.530000000000001
BR002216,TMS002857,AST002984,C00008,COA000940,2025-06-28,736,785,49,48.16788101196289,Medium,Engineering,No,445,0,0.0,2025-06-28,6.0,Off-Peak,84.0,12:16,13:05,81,60.49,2.0,51.0,49.0,Manual,Completed,-2.0,9.490000000000002
BR002244,TMS002893,AST003405,C00093,COA000975,2025-06-28,705,753,48,82.43401336669922,Critical,Engineering,Yes,448,0,0.0,,0.0,,0.0,11:45,12:33,77,62.34,2.0,69.0,48.0,Manual,Completed,-2.0,-6.659999999999997
BR002255,TMS002907,AST004129,C00060,COA000634,2025-06-29,385,519,134,63.177677154541016,High,Engineering,Yes,451,0,0.0,,0.0,,0.0,06:25,08:39,174,77.01,2.0,52.0,134.0,Manual,Completed,-2.0,25.010000000000005
BR002276,TMS002937,AST002120,C00051,COA000843,2025-06-19,793,873,80,49.61964416503906,Medium,Engineering,No,455,0,0.0,2025-06-19,1.0,Normal,78.0,13:13,14:33,107,74.77,3.0,45.0,80.0,Manual,Completed,-3.0,29.769999999999996
BR002302,TMS002968,AST000345,C00046,COA000558,2025-06-29,1143,1188,45,36.749366760253906,Low,Engineering,Yes,462,0,0.0,,0.0,,0.0,19:03,19:48,167,26.95,0.0,81.0,45.0,Manual,Completed,0.0,-54.05
BR002309,TMS002975,AST000647,C00060,COA000292,2025-06-16,1045,1171,126,35.433143615722656,Low,Engineering,Yes,472,0,0.0,2025-06-16,2.0,Normal,94.0,17:25,19:31,145,86.9,1.0,85.0,126.0,Manual,Completed,-1.0,1.9000000000000057
BR002409,TMS003097,AST001788,C00066,COA000466,2025-06-11,30,76,46,36.407814025878906,Low,Engineering,No,484,0,0.0,2025-06-11,5.0,Normal,70.0,00:30,01:16,79,58.23,3.0,47.0,46.0,Manual,Completed,-3.0,11.229999999999997
BR002430,TMS003122,AST003013,C00038,COA000737,2025-06-05,915,1040,125,55.59790802001953,Medium,Engineering,Yes,487,0,0.0,2025-06-05,4.0,Peak,83.0,15:15,17:20,168,74.4,2.0,61.0,125.0,Manual,Completed,-2.0,13.400000000000006
BR002468,TMS003168,AST000195,C00013,COA000213,2025-06-09,458,563,105,48.4577751159668,Medium,Engineering,Yes,493,0,0.0,,0.0,,0.0,07:38,09:23,151,69.54,3.0,69.0,105.0,Manual,Completed,-3.0,0.5400000000000063
BR002471,TMS003171,AST000439,C00013,COA001287,2025-06-16,360,458,98,56.40998840332031,Medium,Engineering,Yes,494,0,0.0,2025-06-16,6.0,Normal,78.0,06:00,07:38,154,63.64,4.0,45.0,98.0,Manual,Completed,-4.0,18.64
BR002475,TMS003175,AST003098,C00064,COA001016,2025-06-17,1153,1193,40,39.68883514404297,Low,Engineering,No,495,0,0.0,,0.0,,0.0,19:13,19:53,142,28.17,0.0,84.0,40.0,Manual,Completed,0.0,-55.83
BR002528,TMS003241,AST002141,C00020,COA001323,2025-06-10,741,878,137,40.13140869140625,Medium,Engineering,Yes,500,0,0.0,,0.0,,0.0,12:21,14:38,171,80.12,1.0,47.0,137.0,Manual,Completed,-1.0,33.120000000000005
BR002574,TMS003301,AST000073,C00021,COA000435,2025-06-20,1047,1175,128,27.46466827392578,Low,Engineering,No,510,0,0.0,,0.0,,0.0,17:27,19:35,147,87.07,1.0,81.0,128.0,Manual,Completed,-1.0,6.069999999999993
BR002614,TMS003352,AST002409,C00080,COA001286,2025-06-21,930,1036,106,72.92066955566406,High,Engineering,Yes,522,1,8.0,,0.0,,0.0,15:30,17:16,168,63.1,0.0,60.0,106.0,Manual,Completed,1.0,3.1000000000000014
BR002658,TMS003413,AST004989,C00077,COA000344,2025-06-07,265,309,44,57.190460205078125,Medium,Engineering,Yes,534,0,0.0,2025-06-07,6.0,Off-Peak,85.0,04:25,05:09,177,24.86,1.0,75.0,44.0,Manual,Completed,-1.0,-50.14
BR002703,TMS003472,AST003872,C00062,COA000110,2025-06-05,163,202,39,56.4355354309082,Medium,Engineering,Yes,547,0,0.0,2025-06-05,2.0,Normal,92.0,02:43,03:22,165,23.64,2.0,72.0,39.0,Manual,Completed,-2.0,-48.36
BR002771,TMS003564,AST002459,C00020,COA001169,2025-06-22,464,584,120,40.37401580810547,Medium,Engineering,Yes,554,0,0.0,2025-06-22,7.0,Normal,84.0,07:44,09:44,166,72.29,2.0,52.0,120.0,Manual,Completed,-2.0,20.290000000000006
BR002871,TMS003690,AST003440,C00065,COA000250,2025-06-21,685,784,99,36.62614822387695,Low,Engineering,No,574,0,0.0,,0.0,,0.0,11:25,13:04,173,57.23,1.0,47.0,99.0,Manual,Completed,-1.0,10.229999999999997
BR002912,TMS003739,AST003458,C00065,COA000090,2025-06-15,667,795,128,31.163843154907227,Low,Engineering,Yes,581,0,0.0,2025-06-15,4.0,Normal,75.0,11:07,13:15,141,90.78,1.0,60.0,128.0,Manual,Completed,-1.0,30.78
BR002946,TMS003780,AST004079,C00054,COA000651,2025-06-17,1070,1214,144,37.316837310791016,Low,Engineering,Yes,586,0,0.0,,0.0,,0.0,17:50,20:14,179,80.45,2.0,74.0,144.0,Manual,Completed,-2.0,6.450000000000003
BR002948,TMS003782,AST000513,C00035,COA001014,2025-06-30,924,1032,108,23.867368698120117,Low,Engineering,Yes,588,0,0.0,2025-06-30,4.0,Normal,87.0,15:24,17:12,179,60.34,3.0,75.0,108.0,Manual,Completed,-3.0,-14.659999999999997
BR003002,TMS003858,AST001694,C00009,COA000318,2025-06-03,13,119,106,70.98066711425781,High,Engineering,No,595,0,0.0,,0.0,,0.0,00:13,01:59,144,73.61,1.0,58.0,106.0,Manual,Completed,-1.0,15.61
BR003004,TMS003860,AST003568,C00017,COA000618,2025-06-28,332,385,53,71.34403228759766,High,Engineering,No,596,0,0.0,2025-06-28,4.0,Peak,74.0,05:32,06:25,180,29.44,2.0,79.0,53.0,Manual,Completed,-2.0,-49.56
BR003006,TMS003865,AST003445,C00085,COA000503,2025-06-30,618,681,63,44.965476989746094,Medium,Engineering,Yes,598,0,0.0,,0.0,,0.0,10:18,11:21,67,94.03,1.0,65.0,63.0,Manual,Completed,-1.0,29.03
BR003057,TMS003929,AST003689,C00047,COA001053,2025-06-20,1082,1161,79,55.190147399902344,Medium,Engineering,Yes,608,0,0.0,2025-06-20,9.0,Normal,94.0,18:02,19:21,179,44.13,2.0,73.0,79.0,Manual,Completed,-2.0,-28.869999999999997
BR003088,TMS003965,AST003096,C00037,COA000104,2025-06-10,1059,1204,145,68.30370330810547,High,Engineering,Yes,611,0,0.0,2025-06-10,4.0,Normal,94.0,17:39,20:04,176,82.39,3.0,48.0,145.0,Manual,Completed,-3.0,34.39
BR003093,TMS003970,AST002582,C00001,COA001156,2025-06-12,108,176,68,62.827796936035156,High,Engineering,Yes,612,0,0.0,,0.0,,0.0,01:48,02:56,103,66.02,1.0,77.0,68.0,Manual,Completed,-1.0,-10.980000000000004
BR003131,TMS004020,AST000287,C00014,COA000564,2025-06-18,692,769,77,30.091768264770508,Low,Engineering,Yes,621,0,0.0,2025-06-18,2.0,Peak,92.0,11:32,12:49,82,93.9,2.0,53.0,77.0,Manual,Completed,-2.0,40.900000000000006
BR003204,TMS004118,AST002459,C00020,COA000569,2025-06-19,475,619,144,58.147151947021484,Medium,Engineering,Yes,636,0,0.0,2025-06-19,8.0,Off-Peak,88.0,07:55,10:19,151,95.36,1.0,54.0,144.0,Manual,Completed,-1.0,41.36
BR003249,TMS004182,AST002571,C00060,COA000178,2025-06-25,644,725,81,57.678619384765625,Medium,Engineering,Yes,649,0,0.0,2025-06-25,7.0,Normal,72.0,10:44,12:05,83,97.59,2.0,60.0,81.0,Manual,Completed,-2.0,37.59
BR003273,TMS004212,AST002539,C00024,COA001341,2025-06-27,648,726,78,26.96534538269043,Low,Engineering,Yes,653,0,0.0,2025-06-27,1.0,Off-Peak,82.0,10:48,12:06,80,97.5,0.0,63.0,78.0,Manual,Completed,0.0,34.5
BR003323,TMS004281,AST004749,C00060,COA000099,2025-06-28,1056,1089,33,27.808826446533203,Low,Engineering,Yes,663,0,0.0,2025-06-28,3.0,Normal,90.0,17:36,18:09,47,70.21,1.0,81.0,33.0,Manual,Completed,-1.0,-10.790000000000006
BR003335,TMS004296,AST000970,C00034,COA000763,2025-06-20,1042,1077,35,36.452510833740234,Low,Engineering,Yes,667,0,0.0,,0.0,,0.0,17:22,17:57,39,89.74,1.0,66.0,35.0,Manual,Completed,-1.0,23.739999999999995
BR003407,TMS004381,AST002444,C00057,COA000507,2025-06-30,100,185,85,28.141267776489258,Low,Engineering,No,680,0,0.0,2025-06-30,3.0,Normal,70.0,01:40,03:05,174,48.85,0.0,70.0,85.0,Manual,Completed,0.0,-21.15
BR003408,TMS004382,AST004907,C00073,COA000808,2025-06-16,833,876,43,55.524269104003906,Medium,Engineering,Yes,682,0,0.0,2025-06-16,5.0,Off-Peak,93.0,13:53,14:36,45,95.56,3.0,52.0,43.0,Manual,Completed,-3.0,43.56
BR003409,TMS004383,AST004792,C00050,COA000799,2025-06-25,43,158,115,42.9339599609375,Medium,Engineering,Yes,683,0,0.0,2025-06-25,3.0,Normal,73.0,00:43,02:38,132,87.12,2.0,48.0,115.0,Manual,Completed,-2.0,39.120000000000005
BR003412,TMS004386,AST001905,C00028,COA000505,2025-06-16,665,788,123,44.482051849365234,Medium,Engineering,No,684,0,0.0,,0.0,,0.0,11:05,13:08,168,73.21,3.0,63.0,123.0,Manual,Completed,-3.0,10.209999999999994
BR003423,TMS004398,AST000261,C00069,COA000556,2025-06-30,387,484,97,29.409297943115234,Low,Engineering,Yes,695,0,0.0,2025-06-30,6.0,Normal,94.0,06:27,08:04,179,54.19,2.0,51.0,97.0,Manual,Completed,-2.0,3.1899999999999977
BR003426,TMS004403,AST004680,C00096,COA001240,2025-06-10,482,546,64,30.730571746826172,Low,Engineering,No,700,0,0.0,2025-06-10,3.0,Normal,81.0,08:02,09:06,158,40.51,1.0,50.0,64.0,Manual,Completed,-1.0,-9.490000000000002
BR003499,TMS004496,AST004849,C00033,COA000849,2025-06-29,1178,1229,51,50.64079666137695,Medium,Engineering,Yes,726,0,0.0,2025-06-29,2.0,Off-Peak,86.0,19:38,20:29,70,72.86,1.0,80.0,51.0,Manual,Completed,-1.0,-7.140000000000001
BR003524,TMS004529,AST004933,C00065,COA000031,2025-06-10,546,660,114,40.761417388916016,Medium,Engineering,Yes,727,0,0.0,,0.0,,0.0,09:06,11:00,128,89.06,2.0,45.0,114.0,Manual,Completed,-2.0,44.06
BR003564,TMS004577,AST004349,C00024,COA000432,2025-06-25,749,886,137,72.57096862792969,High,Engineering,Yes,732,0,0.0,2025-06-25,2.0,Normal,94.0,12:29,14:46,141,97.16,2.0,45.0,137.0,Manual,Completed,-2.0,52.16
